,id_rc,row,column,x,y,in_bounds,cond_mt_lowcrust_conus117_250m,cond_mt_mantle_conus117_250m,cond_mt_midcrust_conus117_250m,cond_mt_surface_conus117_250m,cond_mt_upmantle_conus117_250m,dem_conus117_250m,depth_to_basement_conus117_250m,deq_n100a05_conus117_250m,deq_n100a10_conus117_250m,deq_n100a15_conus117_250m,deq_n200a05_conus117_250m,deq_n200a10_conus117_250m,deq_n200a15_conus117_250m,deq_n50a05_conus117_250m,deq_n50a10_conus117_250m,deq_n50a15_conus117_250m,elevation_detrended_span005_conus117_250m,elevation_detrended_span01_conus117_250m,elevation_detrended_span03_conus117_250m,elevation_trend_span005_conus117_250m,elevation_trend_span01_conus117_250m,elevation_trend_span03_conus117_250m,geod_2ndinv_conus117_250m,geod_dilation_conus117_250m,geod_shear_conus117_250m,grav_hgm_conus117_250m_tif_conus117_250m,grav_iso_anom_conus117_250m,heatflow_eqwt_conus117_250m,heatflow_qcwt_conus117_250m,heatflow_tcwt_conus117_250m,hs_conus117_250m,ieq_n100a05_conus117_250m,ieq_n100a10_conus117_250m,ieq_n100a15_conus117_250m,ieq_n200a05_conus117_250m,ieq_n200a10_conus117_250m,ieq_n200a15_conus117_250m,ieq_n50a05_conus117_250m,ieq_n50a10_conus117_250m,ieq_n50a15_conus117_250m,mag_hgm_conus117_250m_tif_conus117_250m,mag_iso_anom_conus117_250m,qfaults_dist_age_0-15k_conus117_250m,qfaults_dist_age_130k-750k_conus117_250m,qfaults_dist_age_15k-130k_conus117_250m,qfaults_dist_age_750k-2600k_conus117_250m,qfaults_dist_age_other_conus117_250m,qfaults_dist_all_conus117_250m,qfv2_lr_recsr_conus117_250m,tsite_dist_hfqcresid_neg_conus117_250m,PosSite_Distance,NegSite_Distance,id,col1,geometry
56,R1233C525,1233,525,-274824.5257588717,1932120.1753636356,1,4.127771,4.382942,2.506652,2.373019,4.1089582,1222.0,78.699844,1014.4,612.8,722.0,518.0,383.7,394.1,1148.6,1115.2,885.5,-179.05005,-267.6942,-338.50183,1401.9249,1490.5691,1561.3767,17.2,0.2,12.1,0.0031698109,-1.0081732,79.34181,79.702934,79.09272,220.0,561.5,509.7,635.5,913.1,784.4,787.1,274.0,326.2,453.4,5.755999e-06,409.9661,7810.2495,32144.207,1030.7764,17544.586,332941.62,1030.7764,-7.692666,37132.363,707.1068,111735.46,0,WalkerLane,POINT (-274824.5257588717 1932120.1753636356)
57,R1233C526,1233,526,-274574.5257588717,1932120.1753636356,1,4.127771,4.382942,2.506652,2.373019,4.1089582,1222.0,37.05333,1014.4,612.8,722.0,518.0,383.7,394.1,1148.6,1115.2,885.5,-178.32324,-266.1388,-337.25085,1401.9857,1489.8013,1560.9133,17.2,0.4,12.0,0.0034015898,1.3212326,79.34792,79.70893,79.100716,220.0,550.5,546.1,684.3,862.6,808.2,863.8,289.5,347.6,465.0,1.2656968e-05,399.99435,7619.8755,31903.174,790.5694,17793.959,332731.22,790.5694,-7.610075,37353.047,559.01697,111515.13,0,WalkerLane,POINT (-274574.5257588717 1932120.1753636356)
58,R1233C527,1233,527,-274324.5257588717,1932120.1753636356,1,4.127771,4.382942,2.506652,2.373019,4.1089582,1223.0,37.05333,1014.4,612.8,722.0,518.0,383.7,394.1,1148.6,1115.2,885.5,-177.92224,-265.72705,-336.9994,1401.4792,1489.284,1560.5564,17.2,0.4,12.0,0.0034015898,1.3212326,79.3537,79.714584,79.10841,220.0,550.5,546.1,684.3,862.6,808.2,863.8,289.5,347.6,465.0,1.2656968e-05,399.99435,7433.034,31662.281,559.01697,18043.35,332520.88,559.01697,-7.501834,37574.094,500.0,111294.94,0,WalkerLane,POINT (-274324.5257588717 1932120.1753636356)
59,R1233C528,1233,528,-274074.5257588717,1932120.1753636356,1,4.127771,4.382942,2.506652,2.373019,4.1089582,1223.0,37.05333,1014.4,612.8,722.0,518.0,383.7,394.1,1148.6,1115.2,885.5,-176.99622,-263.96912,-335.5453,1401.5438,1488.5167,1560.0929,17.2,0.4,12.0,0.0034015898,1.3212326,79.359146,79.719894,79.1158,220.0,550.5,546.1,684.3,862.6,808.2,863.8,289.5,347.6,465.0,1.2656968e-05,399.99435,7250.0,31421.53,353.5534,18292.758,332310.56,353.5534,-7.357332,37795.504,559.01697,111074.86,0,WalkerLane,POINT (-274074.5257588717 1932120.1753636356)
60,R1233C529,1233,529,-273824.5257588717,1932120.1753636356,1,4.055595,4.382942,2.506652,2.373019,4.1089582,1225.0,37.05333,1014.4,612.8,722.0,518.0,383.7,394.1,1148.6,1115.2,885.5,-175.65918,-261.79248,-333.6714,1401.6171,1487.7504,1559.6293,17.2,0.4,12.0,0.0034015898,1.3212326,79.36426,79.72487,79.12287,220.0,550.5,546.1,684.3,862.6,808.2,863.8,289.5,347.6,465.0,1.2656968e-05,399.99435,7071.068,31180.924,250.0,18542.182,332100.3,250.0,-7.249486,38017.266,707.1068,110854.914,0,WalkerLane,POINT (-273824.5257588717 1932120.1753636356)
63,R1234C525,1234,525,-274824.5257588717,1931870.1753636356,1,4.127771,4.382942,2.506652,2.373019,4.1089582,1222.0,78.699844,1014.4,612.8,722.0,518.0,383.7,394.1,1148.6,1115.2,885.5,-178.95227,-268.79053,-339.4569,1400.8525,1490.6908,1561.3572,17.4,0.1,12.3,0.003608712,-1.0081732,79.37087,79.74028,79.12079,220.0,561.5,509.7,635.5,913.1,784.4,787.1,274.0,326.2,453.4,1.5571157e-05,409.9661,7652.614,32211.217,1118.0339,17564.168,333076.66,1118.0339,-7.7130966,37250.84,559.01697,111617.65,0,WalkerLane,POINT (-274824.5257588717 1931870.1753636356)
64,R1234C526,1234,526,-274574.5257588717,1931870.1753636356,1,4.127771,4.382942,2.506652,2.373019,4.1089582,1222.0,37.05333,1014.4,612.8,722.0,518.0,383.7,394.1,1148.6,1115.2,885.5,-178.65588,-267.6853,-338.6598,1400.8905,1489.9199,1560.8944,17.4,0.3,12.1,0.0027116504,1.3212326,79.37706,79.746376,79.12887,220.0,550.5,546.1,684.3,862.6,808.2,863.8,289.5,347.6,465.0,1.6825259e-05,399.99435,7458.217,31970.69,901.3878,17813.268,332866.34,901.3878,-7.6462154,37470.82,353.5534,111397.09,0,WalkerLane,POINT (-274574.5257588717 1931870.1753636356)
65,R1234C527,1234,527,-274324.5257588717,1931870.1753636356,1,4.127771,4.382942,2.506652,2.373019,4.1089582,1222.0,37.05333,1014.4,612.8,722.0,518.0,383.7,394.1,1148.6,1115.2,885.5,-178.0448,-266.2578,-337.53894,1400.9371,1489.1501,1560.4313,17.4,0.3,12.1,0.0027116504,1.3212326,79.38291,79.75212,79.136635,221.0,550.5,546.1,684.3,862.6,808.2,863.8,289.5,347.6,465.0,1.6825259e-05,399.99435,7267.2207,31730.309,707.1068,18062.393,332656.06,707.1068,-7.5708513,37691.18,250.0,111176.664,0,WalkerLane,POINT (-274324.5257588717 1931870.1753636356)
66,R1234C528,1234,528,-274074.5257588717,1931870.1753636356,1,4.127771,4.382942,2.506652,2.373019,4.1089582,1223.0,37.05333,1014.4,612.8,722.0,518.0,383.7,394.1,1148.6,1115.2,885.5,-176.86731,-264.67468,-336.27173,1400.4388,1488.2462,1559.8433,17.4,0.3,12.1,0.0027116504,1.3212326,79.388435,79.75753,79.1441,221.0,550.5,546.1,684.3,862.6,808.2,863.8,289.5,347.6,465.0,1.6825259e-05,399.99435,7079.9014,31490.078,559.01697,18311.541,332445.88,559.01697,-7.4979486,37911.906,353.5534,110956.35,0,WalkerLane,POINT (-274074.5257588717 1931870.1753636356)
67,R1234C529,1234,529,-273824.5257588717,1931870.1753636356,1,4.055595,4.382942,2.506652,2.373019,4.1089582,1224.0,37.05333,1014.4,612.8,722.0,518.0,383.7,394.1,1148.6,1115.2,885.5,-175.53503,-262.5188,-334.42126,1400.4938,1487.4775,1559.38,17.4,0.3,12.1,0.0027116504,1.3212326,79.393616,79.76259,79.15124,221.0,550.5,546.1,684.3,862.6,808.2,863.8,289.5,347.6,465.0,1.6825259e-05,399.99435,6896.557,31250.0,500.0,18560.71,332235.72,500.0,-7.4644628,38132.992,559.01697,110736.17,0,WalkerLane,POINT (-273824.5257588717 1931870.1753636356)
71,R1235C525,1235,525,-274824.5257588717,1931620.1753636356,1,4.127771,4.382942,2.506652,2.373019,4.1089582,1221.0,78.699844,1014.4,612.8,722.0,518.0,383.7,394.1,1148.6,1115.2,885.5,-178.72705,-268.95935,-339.63208,1400.3267,1490.559,1561.2317,17.4,0.1,12.3,0.003608712,-1.0081732,79.39957,79.77719,79.14852,220.0,561.5,509.7,635.5,913.1,784.4,787.1,274.0,326.2,453.4,1.5571157e-05,409.9661,7500.0,32280.025,1250.0,17587.283,333211.84,1250.0,-7.7429514,37370.61,500.0,111500.28,0,WalkerLane,POINT (-274824.5257588717 1931620.1753636356)
72,R1235C526,1235,526,-274574.5257588717,1931620.1753636356,1,4.127771,4.382942,2.506652,2.373019,4.1089582,1221.0,37.05333,1014.4,612.8,722.0,518.0,383.7,394.1,1148.6,1115.2,885.5,-177.74585,-267.58154,-338.57178,1399.818,1489.6537,1560.6439,17.4,0.3,12.1,0.0027116504,1.3212326,79.40584,79.78338,79.15668,221.0,550.5,546.1,684.3,862.6,808.2,863.8,289.5,347.6,465.0,1.6825259e-05,399.99435,7301.541,32040.014,1060.6602,17836.059,333001.6,1060.6602,-7.692193,37589.89,250.0,111279.49,0,WalkerLane,POINT (-274574.5257588717 1931620.1753636356)
73,R1235C527,1235,527,-274324.5257588717,1931620.1753636356,1,4.127771,4.382942,2.506652,2.373019,4.1089582,1222.0,37.05333,1014.4,612.8,722.0,518.0,383.7,394.1,1148.6,1115.2,885.5,-176.58936,-265.62476,-336.92444,1399.8462,1488.8816,1560.1813,17.4,0.3,12.1,0.0027116504,1.3212326,79.411766,79.78922,79.16452,221.0,550.5,546.1,684.3,862.6,808.2,863.8,289.5,347.6,465.0,1.6825259e-05,399.99435,7106.335,31800.158,901.3878,18084.87,332791.4,901.3878,-7.64225,37809.555,0.0,111058.83,0,WalkerLane,POINT (-274324.5257588717 1931620.1753636356)
74,R1235C528,1235,528,-274074.5257588717,1931620.1753636356,1,4.127771,4.382942,2.506652,2.373019,4.1089582,1223.0,37.05333,1014.4,612.8,722.0,518.0,383.7,394.1,1148.6,1115.2,885.5,-175.79883,-264.84912,-336.3136,1399.3103,1488.3606,1559.8251,17.4,0.3,12.1,0.0027116504,1.3212326,79.417366,79.79472,79.17205,220.0,550.5,546.1,684.3,862.6,808.2,863.8,289.5,347.6,465.0,1.6825259e-05,399.99435,6914.658,31560.457,790.5694,18333.713,332581.28,790.5694,-7.602243,38029.594,250.0,110838.28,0,WalkerLane,POINT (-274074.5257588717 1931620.1753636356)
75,R1235C529,1235,529,-273824.5257588717,1931620.1753636356,1,4.055595,4.382942,2.506652,2.373019,4.1089582,1222.0,37.05333,1014.4,612.8,722.0,518.0,383.7,394.1,1148.6,1115.2,885.5,-175.54517,-263.79187,-335.5652,1399.3423,1487.589,1559.3623,17.4,0.3,12.1,0.0027116504,1.3212326,79.42263,79.79987,79.179276,221.0,550.5,546.1,684.3,862.6,808.2,863.8,289.5,347.6,465.0,1.6825259e-05,399.99435,6726.812,31320.92,750.0,18582.586,332371.22,750.0,-7.587647,38250.0,500.0,110617.87,0,WalkerLane,POINT (-273824.5257588717 1931620.1753636356)
79,R1236C525,1236,525,-274824.5257588717,1931370.1753636356,1,4.127771,4.382942,2.506652,2.373019,4.1089582,1220.0,78.699844,1014.4,612.8,722.0,518.0,383.7,394.1,1148.6,1115.2,885.5,-179.07153,-270.4873,-341.0171,1399.2664,1490.6821,1561.2119,17.4,0.1,12.3,0.003608712,-1.0081732,79.42791,79.81366,79.17592,219.0,561.5,509.7,635.5,913.1,784.4,787.1,274.0,326.2,453.4,1.5571157e-05,409.9661,7352.7207,32350.62,1414.2136,17613.914,333347.12,1414.2136,-7.7764444,37491.664,559.01697,111383.34,0,WalkerLane,POINT (-274824.5257588717 1931370.1753636356)
80,R1236C526,1236,526,-274574.5257588717,1931370.1753636356,1,4.127771,4.382942,2.506652,2.373019,4.1089582,1221.0,37.05333,1014.4,612.8,722.0,518.0,383.7,394.1,1148.6,1115.2,885.5,-177.31824,-268.35693,-339.20764,1398.7352,1489.7739,1560.6246,17.4,0.3,12.1,0.0027116504,1.3212326,79.43426,79.81995,79.18415,220.0,550.5,546.1,684.3,862.6,808.2,863.8,289.5,347.6,465.0,1.6825259e-05,399.99435,7150.175,32111.135,1250.0,17862.32,333136.97,1250.0,-7.7388916,37710.242,353.5534,111162.33,0,WalkerLane,POINT (-274574.5257588717 1931370.1753636356)
81,R1236C527,1236,527,-274324.5257588717,1931370.1753636356,1,4.127771,4.382942,2.506652,2.373019,4.1089582,1221.0,37.05333,1014.4,612.8,722.0,518.0,383.7,394.1,1148.6,1115.2,885.5,-176.50232,-266.76062,-337.9242,1398.7406,1488.9989,1560.1625,17.4,0.3,12.1,0.0027116504,1.3212326,79.44028,79.82589,79.19207,220.0,550.5,546.1,684.3,862.6,808.2,863.8,289.5,347.6,465.0,1.6825259e-05,399.99435,6950.719,31871.814,1118.0339,18110.77,332926.88,1118.0339,-7.7050667,37929.21,250.0,110941.43,0,WalkerLane,POINT (-274324.5257588717 1931370.1753636356)
82,R1236C528,1236,528,-274074.5257588717,1931370.1753636356,1,4.127771,4.382942,2.506652,2.373019,4.1089582,1222.0,37.05333,1014.4,612.8,722.0,518.0,383.7,394.1,1148.6,1115.2,885.5,-175.17236,-265.06433,-336.55078,1398.197,1488.089,1559.5754,17.4,0.3,12.1,0.0027116504,1.3212326,79.44595,79.83149,79.199684,220.0,550.5,546.1,684.3,862.6,808.2,863.8,289.5,347.6,465.0,1.6825259e-05,399.99435,6754.628,31632.656,1030.7764,18359.262,332716.84,1030.7764,-7.680752,38148.56,353.5534,110720.65,0,WalkerLane,POINT (-274074.5257588717 1931370.1753636356)
83,R1236C529,1236,529,-273824.5257588717,1931370.1753636356,1,4.055595,4.382942,2.506652,2.373019,4.1089582,1222.0,37.05333,1014.4,612.8,722.0,518.0,383.7,394.1,1148.6,1115.2,885.5,-174.97937,-264.08374,-335.88184,1398.2107,1487.3151,1559.1132,17.4,0.3,12.1,0.0027116504,1.3212326,79.451294,79.83674,79.20698,221.0,550.5,546.1,684.3,862.6,808.2,863.8,289.5,347.6,465.0,1.6825259e-05,399.99435,6562.202,31393.67,1000.0,18607.795,332506.88,1000.0,-7.6732197,38368.28,559.01697,110500.0,0,WalkerLane,POINT (-273824.5257588717 1931370.1753636356)
86,R1237C525,1237,525,-274824.5257588717,1931120.1753636356,1,4.127771,4.382942,2.506652,2.373019,4.1089582,1218.0,90.94606,1014.4,612.8,722.0,518.0,383.7,394.1,1148.6,1115.2,885.5,-178.77966,-270.989,-341.53235,1398.2084,1490.4177,1560.961,17.4,0.1,12.3,0.003608712,-0.57795125,79.4559,79.8497,79.20298,219.0,561.5,509.7,635.5,913.1,784.4,787.1,274.0,326.2,453.4,1.5571157e-05,476.26944,7211.1025,32422.986,1600.781,17644.05,333482.56,1600.781,-7.8100357,37613.992,707.1068,111266.85,0,WalkerLane,POINT (-274824.5257588717 1931120.1753636356)
87,R1237C526,1237,526,-274574.5257588717,1931120.1753636356,1,4.127771,4.382942,2.506652,2.373019,4.1089582,1219.0,34.9698,1014.4,612.8,722.0,518.0,383.7,394.1,1148.6,1115.2,885.5,-178.18127,-270.03333,-340.901,1397.6545,1489.5066,1560.3743,17.4,0.3,12.1,0.0027116504,4.2924395,79.46233,79.85609,79.21129,220.0,550.5,546.1,684.3,862.6,808.2,863.8,289.5,347.6,465.0,1.6825259e-05,451.28256,7004.463,32184.041,1457.7379,17892.037,333272.5,1457.7379,-7.7818093,37831.863,559.01697,111045.6,0,WalkerLane,POINT (-274574.5257588717 1931120.1753636356)
88,R1237C527,1237,527,-274324.5257588717,1931120.1753636356,1,4.127771,4.382942,2.506652,2.373019,4.1089582,1220.0,34.9698,1014.4,612.8,722.0,518.0,383.7,394.1,1148.6,1115.2,885.5,-176.3667,-267.45435,-338.63782,1397.6415,1488.7291,1559.9126,17.4,0.3,12.1,0.0027116504,4.2924395,79.46843,79.86213,79.21929,220.0,550.5,546.1,684.3,862.6,808.2,863.8,289.5,347.6,465.0,1.6825259e-05,451.28256,6800.7354,31945.266,1346.2913,18140.08,333062.5,1346.2913,-7.75824,38050.133,500.0,110824.47,0,WalkerLane,POINT (-274324.5257588717 1931120.1753636356)
89,R1237C528,1237,528,-274074.5257588717,1931120.1753636356,1,4.127771,4.382942,2.506652,2.373019,4.1089582,1221.0,34.9698,1014.4,612.8,722.0,518.0,383.7,394.1,1148.6,1115.2,885.5,-175.47095,-265.78662,-337.28455,1397.6372,1487.9529,1559.4508,17.4,0.3,12.1,0.0027116504,4.2924395,79.47419,79.86782,79.22698,220.0,550.5,546.1,684.3,862.6,808.2,863.8,289.5,347.6,465.0,1.6825259e-05,451.28256,6600.1895,31706.664,1274.7549,18388.176,332852.53,1274.7549,-7.7424316,38268.785,559.01697,110603.46,0,WalkerLane,POINT (-274074.5257588717 1931120.1753636356)
90,R1237C529,1237,529,-273824.5257588717,1931120.1753636356,1,4.055595,4.382942,2.506652,2.373019,4.1089582,1221.0,34.9698,1014.4,612.8,722.0,518.0,383.7,394.1,1148.6,1115.2,885.5,-175.01843,-264.98804,-336.81238,1397.0703,1487.0399,1558.8643,17.4,0.3,12.1,0.0027116504,4.2924395,79.47961,79.87317,79.23436,220.0,550.5,546.1,684.3,862.6,808.2,863.8,289.5,347.6,465.0,1.6825259e-05,451.28256,6403.124,31468.238,1250.0,18636.322,332642.62,1250.0,-7.738143,38487.824,707.1068,110382.57,0,WalkerLane,POINT (-273824.5257588717 1931120.1753636356)
105,R1258C545,1258,545,-269824.5257588717,1925870.1753636356,1,4.2313857,4.395926,2.820684,2.750057,4.134896,1219.0,221.49835,1146.4,790.5,978.2,767.3,493.4,541.9,1685.3,1361.9,1058.4,-161.05786,-256.45435,-329.89685,1380.6764,1476.0729,1549.5154,18.1,1.0,12.5,0.0034634368,-0.81152225,80.07197,80.619736,79.84446,221.0,553.8,691.6,832.0,783.6,921.0,1058.6,337.9,490.1,614.5,1.6594478e-05,271.00748,559.01697,29750.0,7267.2207,21360.01,332202.6,559.01697,-7.571422,44599.61,707.1068,104424.62,0,WalkerLane,POINT (-269824.5257588717 1925870.1753636356)
106,R1258C546,1258,546,-269574.5257588717,1925870.1753636356,1,4.2313857,4.395926,2.820684,2.750057,4.134896,1219.0,128.25446,1146.4,790.5,978.2,767.3,493.4,541.9,1685.3,1361.9,1058.4,-159.70117,-254.50732,-328.2948,1380.4203,1475.2264,1549.0139,18.1,1.0,12.5,0.0056252317,4.0055585,80.07324,80.62096,79.84809,221.0,553.8,691.6,832.0,783.6,921.0,1058.6,337.9,490.1,614.5,1.3382178e-05,246.25185,353.5534,29529.646,7382.4116,21126.11,331995.47,353.5534,-7.4657974,44811.41,559.01697,104200.83,0,WalkerLane,POINT (-269574.5257588717 1925870.1753636356)
107,R1258C547,1258,547,-269324.5257588717,1925870.1753636356,1,4.2313857,4.395926,2.820684,2.750057,4.134896,1220.0,128.25446,1146.4,790.5,978.2,767.3,493.4,541.9,1685.3,1361.9,1058.4,-159.05237,-253.70923,-327.58813,1380.1627,1474.8196,1548.6985,18.1,1.0,12.5,0.0056252317,4.0055585,80.07414,80.62177,79.851364,221.0,553.8,691.6,832.0,783.6,921.0,1058.6,337.9,490.1,614.5,1.3382178e-05,246.25185,250.0,29309.768,7491.662,20892.582,331788.44,250.0,-7.38881,45023.605,500.0,103977.164,0,WalkerLane,POINT (-269324.5257588717 1925870.1753636356)
108,R1258C548,1258,548,-269074.5257588717,1925870.1753636356,1,4.2313857,4.395926,2.820684,2.750057,4.134896,1221.0,128.25446,1146.4,790.5,978.2,767.3,493.4,541.9,1685.3,1361.9,1058.4,-158.02344,-252.08582,-326.3092,1379.9111,1473.9735,1548.1969,18.1,1.0,12.5,0.0056252317,4.0055585,80.07466,80.62219,79.854294,221.0,553.8,691.6,832.0,783.6,921.0,1058.6,337.9,490.1,614.5,1.3382178e-05,246.25185,0.0,29090.377,7603.453,20659.441,331581.44,0.0,-7.0487504,45236.188,559.01697,103753.62,0,WalkerLane,POINT (-269074.5257588717 1925870.1753636356)
109,R1258C549,1258,549,-268824.5257588717,1925870.1753636356,1,4.2313857,4.395926,2.820684,2.750057,4.134896,1222.0,128.25446,1146.4,790.5,978.2,767.3,493.4,541.9,1685.3,1361.9,1058.4,-156.78918,-250.3363,-324.80847,1379.6074,1473.1545,1547.6267,18.1,1.0,12.5,0.0056252317,4.0055585,80.07479,80.62221,79.85686,221.0,553.8,691.6,832.0,783.6,921.0,1058.6,337.9,490.1,614.5,1.3382178e-05,246.25185,250.0,28871.482,7721.7227,20426.697,331374.5,250.0,-7.407933,45449.15,707.1068,103530.19,0,WalkerLane,POINT (-268824.5257588717 1925870.1753636356)
112,R1259C545,1259,545,-269824.5257588717,1925620.1753636356,1,4.2313857,4.395926,2.820684,2.750057,4.134896,1219.0,221.49835,1146.4,790.5,978.2,767.3,493.4,541.9,1685.3,1361.9,1058.4,-161.46326,-257.4131,-330.51636,1380.5823,1476.5321,1549.6354,18.1,1.0,12.5,0.0034634368,-0.81152225,80.0954,80.649826,79.86721,221.0,553.8,691.6,832.0,783.6,921.0,1058.6,337.9,490.1,614.5,1.6594478e-05,271.00748,500.0,29868.46,7491.662,21273.516,332342.62,500.0,-7.538704,44733.24,559.01697,104313.53,0,WalkerLane,POINT (-269824.5257588717 1925620.1753636356)
113,R1259C546,1259,546,-269574.5257588717,1925620.1753636356,1,4.2313857,4.395926,2.820684,2.750057,4.134896,1219.0,128.25446,1146.4,790.5,978.2,767.3,493.4,541.9,1685.3,1361.9,1058.4,-160.36914,-255.75293,-329.20447,1380.2994,1475.6832,1549.1348,18.1,1.0,12.5,0.0056252317,4.0055585,80.09679,80.65116,79.87095,221.0,553.8,691.6,832.0,783.6,921.0,1058.6,337.9,490.1,614.5,1.3382178e-05,246.25185,250.0,29648.988,7603.453,21038.654,332135.6,250.0,-7.374719,44944.41,353.5534,104089.51,0,WalkerLane,POINT (-269574.5257588717 1925620.1753636356)
114,R1259C547,1259,547,-269324.5257588717,1925620.1753636356,1,4.2313857,4.395926,2.820684,2.750057,4.134896,1220.0,128.25446,1146.4,790.5,978.2,767.3,493.4,541.9,1685.3,1361.9,1058.4,-159.0232,-253.9856,-327.7041,1379.8883,1474.8507,1548.5692,18.1,1.0,12.5,0.0056252317,4.0055585,80.097786,80.6521,79.87433,221.0,553.8,691.6,832.0,783.6,921.0,1058.6,337.9,490.1,614.5,1.3382178e-05,246.25185,0.0,29430.002,7717.6743,20804.146,331928.66,0.0,-7.0349474,45155.98,250.0,103865.6,0,WalkerLane,POINT (-269324.5257588717 1925620.1753636356)
115,R1259C548,1259,548,-269074.5257588717,1925620.1753636356,1,4.2313857,4.395926,2.820684,2.750057,4.134896,1221.0,128.25446,1146.4,790.5,978.2,767.3,493.4,541.9,1685.3,1361.9,1058.4,-157.771,-252.15857,-326.22424,1379.6151,1474.0027,1548.0684,18.1,1.0,12.5,0.0056252317,4.0055585,80.09841,80.652626,79.87736,221.0,553.8,691.6,832.0,783.6,921.0,1058.6,337.9,490.1,614.5,1.3382178e-05,246.25185,0.0,29211.514,7826.238,20570.002,331721.75,0.0,-7.044621,45367.94,353.5534,103641.81,0,WalkerLane,POINT (-269074.5257588717 1925620.1753636356)
116,R1259C549,1259,549,-268824.5257588717,1925620.1753636356,1,4.2313857,4.395926,2.820684,2.750057,4.134896,1221.0,128.25446,1146.4,790.5,978.2,767.3,493.4,541.9,1685.3,1361.9,1058.4,-156.85327,-250.55212,-324.9425,1379.4723,1473.1711,1547.5615,18.1,1.0,12.5,0.0056252317,4.0055585,80.09865,80.652756,79.88003,220.0,553.8,691.6,832.0,783.6,921.0,1058.6,337.9,490.1,614.5,1.3382178e-05,246.25185,250.0,28993.533,7941.19,20336.236,331514.9,250.0,-7.4039288,45580.285,559.01697,103418.14,0,WalkerLane,POINT (-268824.5257588717 1925620.1753636356)
120,R1260C545,1260,545,-269824.5257588717,1925370.1753636356,1,4.2313857,4.395926,2.820684,2.750057,4.134896,1218.0,221.49835,1146.4,790.5,978.2,767.3,493.4,541.9,1685.3,1361.9,1058.4,-161.19922,-257.42004,-330.35828,1380.3461,1476.5669,1549.5051,18.1,1.0,12.5,0.0034634368,-0.81152225,80.11859,80.67961,79.88974,221.0,553.8,691.6,832.0,783.6,921.0,1058.6,337.9,490.1,614.5,1.6594478e-05,271.00748,500.0,29988.54,7717.6743,21189.62,332482.8,500.0,-7.53376,44867.863,500.0,104202.93,0,WalkerLane,POINT (-269824.5257588717 1925370.1753636356)
121,R1260C546,1260,546,-269574.5257588717,1925370.1753636356,1,4.2313857,4.395926,2.820684,2.750057,4.134896,1219.0,128.25446,1146.4,790.5,978.2,767.3,493.4,541.9,1685.3,1361.9,1058.4,-160.11621,-255.79065,-329.0797,1380.0415,1475.716,1549.005,18.1,1.0,12.5,0.0056252317,4.0055585,80.12009,80.68107,79.89358,221.0,553.8,691.6,832.0,783.6,921.0,1058.6,337.9,490.1,614.5,1.3382178e-05,246.25185,250.0,29769.951,7826.238,20953.818,332275.88,250.0,-7.3699856,45078.402,250.0,103978.664,0,WalkerLane,POINT (-269574.5257588717 1925370.1753636356)
122,R1260C547,1260,547,-269324.5257588717,1925370.1753636356,1,4.2313857,4.395926,2.820684,2.750057,4.134896,1220.0,128.25446,1146.4,790.5,978.2,767.3,493.4,541.9,1685.3,1361.9,1058.4,-158.78455,-254.06189,-327.62122,1379.6036,1474.881,1548.4403,18.1,1.0,12.5,0.0056252317,4.0055585,80.1212,80.68211,79.89707,221.0,553.8,691.6,832.0,783.6,921.0,1058.6,337.9,490.1,614.5,1.3382178e-05,246.25185,0.0,29551.861,7941.19,20718.35,332069.0,0.0,-7.030427,45289.348,0.0,103754.516,0,WalkerLane,POINT (-269324.5257588717 1925370.1753636356)
123,R1260C548,1260,548,-269074.5257588717,1925370.1753636356,1,4.2313857,4.395926,2.820684,2.750057,4.134896,1220.0,128.25446,1146.4,790.5,978.2,767.3,493.4,541.9,1685.3,1361.9,1058.4,-158.23584,-253.2367,-326.97107,1379.455,1474.4558,1548.1902,18.1,1.0,12.5,0.0056252317,4.0055585,80.121925,80.68276,79.9002,220.0,553.8,691.6,832.0,783.6,921.0,1058.6,337.9,490.1,614.5,1.3382178e-05,246.25185,0.0,29334.281,8050.621,20483.225,331862.16,0.0,-7.040347,45500.688,250.0,103530.49,0,WalkerLane,POINT (-269074.5257588717 1925370.1753636356)
124,R1260C549,1260,549,-268824.5257588717,1925370.1753636356,1,4.2313857,4.395926,2.820684,2.750057,4.134896,1221.0,128.25446,1146.4,790.5,978.2,767.3,493.4,541.9,1685.3,1361.9,1058.4,-157.26135,-251.65027,-325.7234,1379.225,1473.6139,1547.687,18.1,1.0,12.5,0.0056252317,4.0055585,80.12227,80.68301,79.90298,220.0,553.8,691.6,832.0,783.6,921.0,1058.6,337.9,490.1,614.5,1.3382178e-05,246.25185,250.0,29117.22,8162.414,20248.457,331655.4,250.0,-7.399831,45712.418,500.0,103306.586,0,WalkerLane,POINT (-268824.5257588717 1925370.1753636356)
