,id_rc,row,column,x,y,in_bounds,cond_mt_lowcrust_conus117_250m,cond_mt_mantle_conus117_250m,cond_mt_midcrust_conus117_250m,cond_mt_surface_conus117_250m,cond_mt_upmantle_conus117_250m,dem_conus117_250m,depth_to_basement_conus117_250m,deq_n100a05_conus117_250m,deq_n100a10_conus117_250m,deq_n100a15_conus117_250m,deq_n200a05_conus117_250m,deq_n200a10_conus117_250m,deq_n200a15_conus117_250m,deq_n50a05_conus117_250m,deq_n50a10_conus117_250m,deq_n50a15_conus117_250m,elevation_detrended_span005_conus117_250m,elevation_detrended_span01_conus117_250m,elevation_detrended_span03_conus117_250m,elevation_trend_span005_conus117_250m,elevation_trend_span01_conus117_250m,elevation_trend_span03_conus117_250m,geod_2ndinv_conus117_250m,geod_dilation_conus117_250m,geod_shear_conus117_250m,grav_iso_anom_conus117_250m,heatflow_eqwt_conus117_250m,heatflow_qcwt_conus117_250m,heatflow_tcwt_conus117_250m,hs_conus117_250m,ieq_n100a05_conus117_250m,ieq_n100a10_conus117_250m,ieq_n100a15_conus117_250m,ieq_n200a05_conus117_250m,ieq_n200a10_conus117_250m,ieq_n200a15_conus117_250m,ieq_n50a05_conus117_250m,ieq_n50a10_conus117_250m,ieq_n50a15_conus117_250m,mag_iso_anom_conus117_250m,qfaults_dist_age_0-15k_conus117_250m,qfaults_dist_age_130k-750k_conus117_250m,qfaults_dist_age_15k-130k_conus117_250m,qfaults_dist_age_750k-2600k_conus117_250m,qfaults_dist_age_other_conus117_250m,qfaults_dist_all_conus117_250m,qfv2_lr_recsr_conus117_250m,tsite_dist_hfqcresid_neg_conus117_250m,PosSite_Distance,NegSite_Distance,geometry
3718575,R1035C1890,1035,1890,66425.47424,1981620.175,1,3.9623642,4.2664585,3.3595555,3.7362225,4.070677,1627,545.76935,1097.4,385.1,162.6,919.2,161.2,98.6,1716.8,1820.3,368.2,-103.94153,-117.48706,-143.99939,1723.3363,1736.8818,1763.3942,1.2,1.3,0,7.7547174,86.36422,89.625595,87.074234,246,1084.4,1228.6,582.1,1764.6,2169.2,748.9,695.4,403.5,231.1,-36.82594,19877.752,13829.316,25086.102,5255.949,129203.57,5255.949,-9.0358095,1000,45793.695,24840.742,POINT (66425.47424112831 1981620.1753636356)
3722164,R1036C1888,1036,1888,65925.47424,1981370.175,1,3.9623642,4.2664585,3.3595555,3.7362225,4.0679207,1611,880.31885,1097.4,385.1,162.6,919.2,161.2,98.6,1716.8,1820.3,368.2,-124.36597,-139.08862,-166.42163,1719.8374,1734.56,1761.8931,1.2,1.3,0,5.299303,86.41514,89.62233,87.11698,243,1090.9,1243.7,581.7,1964,2286.1,750,698.7,397.8,232.6,-32.26816,19353.617,13287.683,24781.545,4930.7705,129426.14,4930.7705,-9.00548,901.3878,45260.36,24869.66,POINT (65925.47424112831 1981370.1753636356)
3722165,R1036C1889,1036,1889,66175.47424,1981370.175,1,3.9623642,4.2664585,3.3595555,3.7362225,4.070677,1648,880.31885,1097.4,385.1,162.6,919.2,161.2,98.6,1716.8,1820.3,368.2,-106.26599,-120.672485,-148.02686,1720.7775,1735.184,1762.5383,1.2,1.3,0,5.299303,86.39017,89.61872,87.09263,240,1090.9,1243.7,581.7,1964,2286.1,750,698.7,397.8,232.6,-32.26816,19602.295,13532.368,24996.25,5147.815,129439.414,5147.815,-9.023422,790.5694,45440.207,24744.95,POINT (66175.47424112831 1981370.1753636356)
3722166,R1036C1890,1036,1890,66425.47424,1981370.175,1,3.9623642,4.2664585,3.3595555,3.7362225,4.070677,1661,545.76935,1097.4,385.1,162.6,919.2,161.2,98.6,1716.8,1820.3,368.2,-61.128296,-75.03638,-102.12366,1722.2587,1736.1667,1763.254,1.2,1.3,0,7.7547174,86.36547,89.615395,87.06855,241,1090.9,1243.7,581.7,1964,2286.1,750,698.7,397.8,232.6,-36.82594,19851.008,13777.246,25211.604,5367.7275,129453.18,5367.7275,-9.040928,750,45620.72,24622.145,POINT (66425.47424112831 1981370.1753636356)
3722167,R1036C1891,1036,1891,66675.47424,1981370.175,1,3.9623642,4.2664585,3.3595555,3.7362225,4.070677,1667,545.76935,1097.4,385.1,162.6,919.2,161.2,98.6,1716.8,1820.3,368.2,-79.12109,-92.53174,-119.352905,1723.7375,1737.1482,1763.9694,1.2,1.3,0,7.7547174,86.341034,89.61235,87.04474,248,1090.9,1243.7,581.7,1964,2286.1,750,698.7,397.8,232.6,-36.82594,20099.752,14022.304,25427.594,5590.17,129467.42,5590.17,-9.058054,790.5694,45801.883,24501.275,POINT (66675.47424112831 1981370.1753636356)
3722168,R1036C1892,1036,1892,66925.47424,1981370.175,1,3.9623642,4.2664585,3.2294407,3.7362225,4.070677,1704,545.76935,1097.4,385.1,162.6,919.2,161.2,98.6,1716.8,1820.3,368.2,-22.21399,-35.30713,-62.148315,1724.681,1737.7742,1764.6154,1.2,1.3,0,7.7547174,86.316864,89.60958,87.021194,252,1147.3,1188.9,582.2,1901,2077.7,720.3,714.3,408.7,227.2,-36.82594,20348.525,14267.533,25644.2,5814.8516,129482.14,5814.8516,-9.074686,901.3878,45983.69,24382.371,POINT (66925.47424112831 1981370.1753636356)
3722356,R1036C2080,1036,2080,113925.4742,1981370.175,1,3.8536372,4.270189,3.4400048,3.538516,3.930566,1673,562.79193,150.1,119.6,119.5,102.3,90.7,98.3,345.7,213,181.4,-85.680664,-145.05103,-185.73755,1762.9247,1822.295,1862.9816,1,1,0,4.0342336,85.31017,92.52684,86.092155,214,200.7,397.1,333.2,246.7,334.4,560.5,144.2,266.8,156,-49.355354,18183.096,61061.957,34577.812,5590.17,130277.586,5590.17,-9.116447,1000,40697.05,33701.816,POINT (113925.47424112831 1981370.1753636356)
3725754,R1037C1887,1037,1887,65675.47424,1981120.175,1,3.9623642,4.2604985,3.3595555,3.7049596,4.0679207,1615,391.1214,1097.4,385.1,162.6,919.2,161.2,98.6,1716.8,1820.3,368.2,-111.24573,-126.83533,-155.01697,1717.2626,1732.8522,1761.0338,1.2,1.3,0,11.402786,86.44171,89.6162,87.136024,234,1090.9,1243.7,581.7,1964,2286.1,750,698.7,397.8,232.6,-19.821384,19080.422,12992.786,24698.178,4854.122,129663.02,4854.122,-8.994284,901.3878,44906.848,24781.545,POINT (65675.47424112831 1981120.1753636356)
3725755,R1037C1888,1037,1888,65925.47424,1981120.175,1,3.9623642,4.2664585,3.3595555,3.7362225,4.0679207,1613,391.1214,1097.4,385.1,162.6,919.2,161.2,98.6,1716.8,1820.3,368.2,-97.154175,-112.242676,-140.1543,1718.751,1733.8395,1761.7511,1.2,1.3,0,11.402786,86.41647,89.61229,87.1114,240,1090.9,1243.7,581.7,1964,2286.1,750,698.7,397.8,232.6,-19.821384,19329.38,13238.202,24911.092,5062.1143,129675.8,5062.1143,-9.012063,707.1068,45086.723,24653.854,POINT (65925.47424112831 1981120.1753636356)
3725756,R1037C1889,1037,1889,66175.47424,1981120.175,1,3.9623642,4.2664585,3.3595555,3.7362225,4.070677,1650,391.1214,1097.4,385.1,162.6,919.2,161.2,98.6,1716.8,1820.3,368.2,-75.35498,-90.125,-118.05554,1719.6971,1734.4672,1762.3977,1.2,1.3,0,11.402786,86.39151,89.608665,87.08704,248,1090.9,1243.7,581.7,1964,2286.1,750,698.7,397.8,232.6,-19.821384,19578.37,13483.786,25124.69,5273.756,129689.055,5273.756,-9.029452,559.01697,45267.26,24528.045,POINT (66175.47424112831 1981120.1753636356)
3725757,R1037C1890,1037,1890,66425.47424,1981120.175,1,3.9623642,4.2664585,3.3595555,3.7362225,4.070677,1674,215.65979,1097.4,385.1,162.6,919.2,161.2,98.6,1716.8,1820.3,368.2,-76.41687,-90.93677,-118.732544,1720.4404,1734.9603,1762.7561,1.2,1.3,0,12.336781,86.366806,89.605316,87.06296,246,1090.9,1243.7,581.7,1964,2286.1,750,698.7,397.8,232.6,-27.520016,19827.38,13729.53,25338.953,5488.6245,129702.79,5488.6245,-9.046479,500,45448.46,24404.148,POINT (66425.47424112831 1981120.1753636356)
3725758,R1037C1891,1037,1891,66675.47424,1981120.175,1,3.9623642,4.2664585,3.3595555,3.7362225,4.070677,1690,215.65979,1097.4,385.1,162.6,919.2,161.2,98.6,1716.8,1820.3,368.2,-48.5813,-62.60144,-90.12854,1721.9254,1735.9456,1763.4727,1.2,1.3,0,12.336781,86.34236,89.60225,87.03915,249,1090.9,1243.7,581.7,1964,2286.1,750,698.7,397.8,232.6,-27.520016,20076.416,13975.425,25553.865,5706.356,129717,5706.356,-9.063154,559.01697,45630.31,24282.195,POINT (66675.47424112831 1981120.1753636356)
3725759,R1037C1892,1037,1892,66925.47424,1981120.175,1,3.9623642,4.2664585,3.2294407,3.7362225,4.070677,1710,215.65979,1097.4,385.1,162.6,919.2,161.2,98.6,1716.8,1820.3,368.2,-32.920654,-46.62097,-74.16565,1722.875,1736.5753,1764.12,1.2,1.3,0,12.336781,86.318184,89.59946,87.0156,251,1147.3,1188.9,582.2,1901,2077.7,720.3,714.3,408.7,227.2,-27.520016,20325.477,14221.463,25769.41,5926.635,129731.695,5926.635,-9.079437,707.1068,45812.797,24162.213,POINT (66925.47424112831 1981120.1753636356)
3725760,R1037C1893,1037,1893,67175.47424,1981120.175,1,3.9623642,4.2664585,3.2294407,3.7362225,4.070677,1761,215.65979,1097.4,385.1,162.6,919.2,161.2,98.6,1716.8,1820.3,368.2,32.55713,19.353027,-7.925537,1724.353,1737.5571,1764.8357,1.2,1.3,0,12.336781,86.29427,89.59695,86.992325,241,1147.3,1188.9,582.2,1901,2077.7,720.3,714.3,408.7,227.2,-27.520016,20574.559,14467.637,25985.572,6149.187,129746.87,6149.187,-9.095354,901.3878,45995.92,24044.23,POINT (67175.47424112831 1981120.1753636356)
3725945,R1037C2078,1037,2078,113425.4742,1981120.175,1,3.8536372,4.270189,3.4400048,3.538516,3.930566,1682,608.4607,150.1,119.6,119.5,102.3,90.7,98.3,345.7,213,181.4,-72.8407,-132.26648,-173.45935,1761.7428,1821.1686,1862.3615,1,1,0,0.12607628,85.29626,92.46772,86.075294,211,200.7,397.1,333.2,246.7,334.4,560.5,144.2,266.8,156,-53.43009,18454.336,60551.633,34897.17,5273.756,130560.57,5273.756,-9.10511,901.3878,40900.03,33376.637,POINT (113425.47424112831 1981120.1753636356)
3725946,R1037C2079,1037,2079,113675.4742,1981120.175,1,3.8536372,4.270189,3.4400048,3.538516,3.930566,1677,608.4607,150.1,119.6,119.5,102.3,90.7,98.3,345.7,213,181.4,-77.00635,-136.43091,-177.43689,1762.1158,1821.5404,1862.5464,1,1,0,0.12607628,85.30353,92.49346,86.08203,212,200.7,397.1,333.2,246.7,334.4,560.5,144.2,266.8,156,-53.43009,18251.713,60801.418,34677.082,5488.6245,130543.58,5488.6245,-9.110882,790.5694,40713.94,33415.004,POINT (113675.47424112831 1981120.1753636356)
3725947,R1037C2080,1037,2080,113925.4742,1981120.175,1,3.8536372,4.270189,3.4400048,3.538516,3.930566,1672,608.4607,150.1,119.6,119.5,102.3,90.7,98.3,345.7,213,181.4,-86.96399,-146.45276,-186.85974,1763.1373,1822.6261,1863.0331,1,1,0,0.12607628,85.310875,92.51924,86.08883,212,200.7,397.1,333.2,246.7,334.4,560.5,144.2,266.8,156,-53.43009,18050.277,61051.207,34457.402,5706.356,130527.055,5706.356,-9.116412,750,40528.54,33455.195,POINT (113925.47424112831 1981120.1753636356)
3725948,R1037C2081,1037,2081,114175.4742,1981120.175,1,3.8536372,4.270189,3.4400048,3.538516,3.930566,1668,608.4607,150.1,119.6,119.5,102.3,90.7,98.3,345.7,213,181.4,-91.69495,-151.18579,-191.22314,1763.8739,1823.3647,1863.4021,1,1,0,0.12607628,85.3183,92.54504,86.09567,217,200.7,397.1,333.2,246.7,334.4,560.5,144.2,266.8,156,-53.43009,17850.07,61301,34238.137,5926.635,130511.016,5926.635,-9.121677,790.5694,40343.836,33497.203,POINT (114175.47424112831 1981120.1753636356)
3725949,R1037C2082,1037,2082,114425.4742,1981120.175,1,3.8536372,4.270189,3.4400048,3.538516,3.930566,1682,700.685,150.1,119.6,119.5,102.3,90.7,98.3,345.7,213,181.4,-93.938354,-153.4845,-192.91357,1764.9149,1824.461,1863.8901,1,1,0,-2.0635386,85.32579,92.57086,86.10257,226,200.7,397.1,333.2,246.7,334.4,560.5,144.2,266.8,156,-49.997673,17629.875,61550.793,34019.297,6149.187,130495.45,6149.187,-9.126072,901.3878,40159.836,33541.02,POINT (114425.47424112831 1981120.1753636356)
3729345,R1038C1887,1038,1887,65675.47424,1980870.175,1,3.9623642,4.2604985,3.3595555,3.7049596,4.0679207,1599,391.1214,1097.4,385.1,162.6,919.2,161.2,98.6,1716.8,1820.3,368.2,-113.3302,-129.53833,-158.43616,1715.426,1731.6342,1760.532,1.2,1.3,0,11.402786,86.44314,89.60632,87.13053,237,1090.9,1243.7,581.7,1964,2286.1,750,698.7,397.8,232.6,-19.821384,19059.12,12947.008,24830.676,5000,129912.71,5000,-9.001782,790.5694,44733.24,24567.51,POINT (65675.47424112831 1980870.1753636356)
3729346,R1038C1888,1038,1888,65925.47424,1980870.175,1,3.9623642,4.2664585,3.3595555,3.7362225,4.0679207,1625,391.1214,1097.4,385.1,162.6,919.2,161.2,98.6,1716.8,1820.3,368.2,-109.148315,-124.85315,-153.4784,1716.9205,1732.6254,1761.2506,1.2,1.3,0,11.402786,86.41789,89.60238,87.1059,237,1090.9,1243.7,581.7,1964,2286.1,750,698.7,397.8,232.6,-19.821384,19308.354,13193.274,25042.465,5202.163,129925.46,5202.163,-9.018986,559.01697,44913.805,24438.7,POINT (65925.47424112831 1980870.1753636356)
3729347,R1038C1889,1038,1889,66175.47424,1980870.175,1,3.9623642,4.2664585,3.3595555,3.7362225,4.070677,1670,391.1214,1097.4,385.1,162.6,919.2,161.2,98.6,1716.8,1820.3,368.2,-82.920166,-98.12268,-126.47632,1718.4126,1733.6151,1761.9688,1.2,1.3,0,11.402786,86.39292,89.598724,87.08155,239,1090.9,1243.7,581.7,1964,2286.1,750,698.7,397.8,232.6,-19.821384,19557.607,13439.68,25254.95,5408.327,129938.69,5408.327,-9.035867,353.5534,45095.04,24311.777,POINT (66175.47424112831 1980870.1753636356)
3729348,R1038C1890,1038,1890,66425.47424,1980870.175,1,3.9623642,4.2664585,3.3595555,3.7362225,4.070677,1684,215.65979,1097.4,385.1,162.6,919.2,161.2,98.6,1716.8,1820.3,368.2,-52.287964,-67.169556,-95.53955,1719.365,1734.2466,1762.6166,1.2,1.3,0,12.336781,86.36821,89.59536,87.057465,228,1090.9,1243.7,581.7,1964,2286.1,750,698.7,397.8,232.6,-27.520016,19806.88,13686.216,25468.117,5618.0513,129952.4,5618.0513,-9.052443,250,45276.926,24186.773,POINT (66425.47424112831 1980870.1753636356)
3729349,R1038C1891,1038,1891,66675.47424,1980870.175,1,3.9623642,4.2664585,3.3595555,3.7362225,4.070677,1691,215.65979,1097.4,385.1,162.6,919.2,161.2,98.6,1716.8,1820.3,368.2,-41.20459,-55.584717,-83.68396,1720.8549,1735.235,1763.3342,1.2,1.3,0,12.336781,86.343765,89.59227,87.03365,225,1090.9,1243.7,581.7,1964,2286.1,750,698.7,397.8,232.6,-27.520016,20056.172,13932.875,25681.95,5830.9517,129966.586,5830.9517,-9.068628,353.5534,45459.46,24063.717,POINT (66675.47424112831 1980870.1753636356)
3729350,R1038C1892,1038,1892,66925.47424,1980870.175,1,3.9623642,4.2664585,3.2294407,3.7362225,4.070677,1733,215.65979,1097.4,385.1,162.6,919.2,161.2,98.6,1716.8,1820.3,368.2,0.37976074,-13.678223,-41.79248,1721.8105,1735.8685,1763.9828,1.2,1.3,0,12.336781,86.31958,89.589455,87.01011,230,1147.3,1188.9,582.2,1901,2077.7,720.3,714.3,408.7,227.2,-27.520016,20305.48,14179.651,25896.428,6046.6934,129981.25,6046.6934,-9.084511,559.01697,45642.633,23942.64,POINT (66925.47424112831 1980870.1753636356)
3729351,R1038C1893,1038,1893,67175.47424,1980870.175,1,3.9623642,4.2664585,3.2294407,3.7362225,4.070677,1791,215.65979,1097.4,385.1,162.6,919.2,161.2,98.6,1716.8,1820.3,368.2,66.50195,52.927612,25.072754,1723.2686,1736.8429,1764.6978,1.2,1.3,0,12.336781,86.29566,89.58692,86.98683,244,1147.3,1188.9,582.2,1901,2077.7,720.3,714.3,408.7,227.2,-27.520016,20554.805,14426.538,26111.54,6264.982,129996.39,6264.982,-9.100065,790.5694,45826.438,23823.57,POINT (67175.47424112831 1980870.1753636356)
3729535,R1038C2077,1038,2077,113175.4742,1980870.175,1,3.8536372,4.270189,3.4400048,3.538516,3.930566,1687,473.73438,150.1,119.6,119.5,102.3,90.7,98.3,345.7,213,181.4,-73.958374,-133.5553,-174.89746,1761.096,1820.6929,1862.035,1,1,0,3.6013765,85.289825,92.43434,86.06529,205,200.7,397.1,333.2,246.7,334.4,560.5,144.2,266.8,156,-53.82049,18515.197,60291.996,35000.895,5202.163,130827.414,5202.163,-9.100803,901.3878,40921.418,33092.67,POINT (113175.47424112831 1980870.1753636356)
3729536,R1038C2078,1038,2078,113425.4742,1980870.175,1,3.8536372,4.270189,3.4400048,3.538516,3.930566,1681,608.4607,150.1,119.6,119.5,102.3,90.7,98.3,345.7,213,181.4,-71.4707,-131.04749,-171.99548,1761.8834,1821.4602,1862.4082,1,1,0,0.12607628,85.297,92.46005,86.07197,211,200.7,397.1,333.2,246.7,334.4,560.5,144.2,266.8,156,-53.43009,18309.834,60541.824,34779.664,5408.327,130809.98,5408.327,-9.106209,707.1068,40733.89,33129.48,POINT (113425.47424112831 1980870.1753636356)
3729537,R1038C2079,1038,2079,113675.4742,1980870.175,1,3.8536372,4.270189,3.4400048,3.538516,3.930566,1676,608.4607,150.1,119.6,119.5,102.3,90.7,98.3,345.7,213,181.4,-80.72693,-140.28674,-180.8451,1762.6619,1822.2217,1862.78,1,1,0,0.12607628,85.304245,92.485794,86.078705,211,200.7,397.1,333.2,246.7,334.4,560.5,144.2,266.8,156,-53.43009,18105.594,60791.652,34558.83,5618.0513,130793.016,5618.0513,-9.111445,559.01697,40547.04,33168.133,POINT (113675.47424112831 1980870.1753636356)
3729538,R1038C2080,1038,2080,113925.4742,1980870.175,1,3.8536372,4.270189,3.4400048,3.538516,3.930566,1670,608.4607,150.1,119.6,119.5,102.3,90.7,98.3,345.7,213,181.4,-89.68152,-149.2893,-189.23145,1763.7192,1823.327,1863.2692,1,1,0,0.12607628,85.31157,92.51156,86.08549,211,200.7,397.1,333.2,246.7,334.4,560.5,144.2,266.8,156,-53.43009,17902.514,61041.48,34338.39,5830.9517,130776.52,5830.9517,-9.116425,500,40360.87,33208.62,POINT (113925.47424112831 1980870.1753636356)
3729539,R1038C2081,1038,2081,114175.4742,1980870.175,1,3.8536372,4.270189,3.4400048,3.538516,3.930566,1666,608.4607,150.1,119.6,119.5,102.3,90.7,98.3,345.7,213,181.4,-92.76404,-152.36072,-191.91943,1764.4847,1824.0814,1863.6401,1,1,0,0.12607628,85.31896,92.537346,86.09233,215,200.7,397.1,333.2,246.7,334.4,560.5,144.2,266.8,156,-53.43009,17700.635,61291.312,34118.36,6046.6934,130760.516,6046.6934,-9.121243,559.01697,40175.4,33250.94,POINT (114175.47424112831 1980870.1753636356)
3729540,R1038C2082,1038,2082,114425.4742,1980870.175,1,3.8536372,4.270189,3.4400048,3.538516,3.930566,1682,700.685,150.1,119.6,119.5,102.3,90.7,98.3,345.7,213,181.4,-93.39441,-153.03027,-191.96338,1765.5615,1825.1974,1864.1305,1,1,0,-2.0635386,85.32643,92.56316,86.09922,221,200.7,397.1,333.2,246.7,334.4,560.5,144.2,266.8,156,-49.997673,17500,61541.145,33898.746,6264.982,130744.984,6264.982,-9.125836,707.1068,39990.625,33295.082,POINT (114425.47424112831 1980870.1753636356)
3729541,R1038C2083,1038,2083,114675.4742,1980870.175,1,3.8536372,4.270189,3.4400048,3.538516,3.930566,1683,700.685,150.1,119.6,119.5,102.3,90.7,98.3,345.7,213,181.4,-80.66687,-140.29749,-178.85352,1766.3141,1825.9447,1864.5007,1,1,0,-2.0635386,85.33396,92.589,86.10616,214,200.7,397.1,333.2,246.7,334.4,560.5,144.2,266.8,156,-49.997673,17300.65,61790.977,33679.555,6485.561,130729.92,6485.561,-9.129274,901.3878,39806.562,33341.04,POINT (114675.47424112831 1980870.1753636356)
3732935,R1039C1886,1039,1886,65425.47424,1980620.175,1,3.9623642,4.2604985,3.3595555,3.7049596,4.0679207,1597,391.1214,1097.4,385.1,162.6,919.2,161.2,98.6,1716.8,1820.3,368.2,-137.09668,-153.87964,-183.30188,1713.5206,1730.3036,1759.7258,1.2,1.3,0,11.402786,86.47016,89.60082,87.150055,239,1090.9,1243.7,581.7,1964,2286.1,750,698.7,397.8,232.6,-19.821384,18791.621,12658.989,24755.05,4962.3584,130150.16,4962.3584,-8.992706,1000,44379.754,24485.965,POINT (65425.47424112831 1980620.1753636356)
3732936,R1039C1887,1039,1887,65675.47424,1980620.175,1,3.9623642,4.2604985,3.3595555,3.7049596,4.0679207,1620,391.1214,1097.4,385.1,162.6,919.2,161.2,98.6,1716.8,1820.3,368.2,-104.653076,-120.97424,-150.13684,1714.9675,1731.2887,1760.4513,1.2,1.3,0,11.402786,86.44465,89.596565,87.125145,238,1090.9,1243.7,581.7,1964,2286.1,750,698.7,397.8,232.6,-19.821384,19041.074,12905.909,24964.975,5153.882,130162.4,5153.882,-9.009571,750,44560.35,24354.158,POINT (65675.47424112831 1980620.1753636356)
3732937,R1039C1888,1039,1888,65925.47424,1980620.175,1,3.9623642,4.2664585,3.3595555,3.7362225,4.0679207,1620,391.1214,1097.4,385.1,162.6,919.2,161.2,98.6,1716.8,1820.3,368.2,-97.20044,-113.14917,-142.3081,1715.9854,1731.9341,1761.093,1.2,1.3,0,11.402786,86.419395,89.592606,87.10052,237,1090.9,1243.7,581.7,1964,2286.1,750,698.7,397.8,232.6,-19.821384,19290.541,13152.946,25175.633,5350.2334,130175.125,5350.2334,-9.026241,500,44741.62,24224.213,POINT (65925.47424112831 1980620.1753636356)
3732938,R1039C1889,1039,1889,66175.47424,1980620.175,1,3.9623642,4.2664585,3.3595555,3.7362225,4.070677,1661,391.1214,1097.4,385.1,162.6,919.2,161.2,98.6,1716.8,1820.3,368.2,-86.592285,-102.079346,-130.97974,1717.4304,1732.9175,1761.8179,1.2,1.3,0,11.402786,86.39442,89.58892,87.07616,244,1090.9,1243.7,581.7,1964,2286.1,750,698.7,397.8,232.6,-19.821384,19540.023,13400.094,25387.004,5505.6787,130188.33,5505.6787,-9.040538,250,44923.547,24096.162,POINT (66175.47424112831 1980620.1753636356)
3732939,R1039C1890,1039,1890,66425.47424,1980620.175,1,3.9623642,4.2664585,3.3595555,3.7362225,4.070677,1665,215.65979,1097.4,385.1,162.6,919.2,161.2,98.6,1716.8,1820.3,368.2,-59.024414,-74.138794,-103.033936,1718.4509,1733.5653,1762.4604,1.2,1.3,0,12.336781,86.3697,89.585526,87.05207,236,1090.9,1243.7,581.7,1964,2286.1,750,698.7,397.8,232.6,-27.520016,19789.518,13647.344,25599.072,5667.892,130202.01,5667.892,-9.054819,0,45106.125,23970.033,POINT (66425.47424112831 1980620.1753636356)
3732940,R1039C1891,1039,1891,66675.47424,1980620.175,1,3.9623642,4.2664585,3.3595555,3.7362225,4.070677,1671,215.65979,1097.4,385.1,162.6,919.2,161.2,98.6,1716.8,1820.3,368.2,-53.923706,-68.80737,-97.57349,1719.1729,1734.0565,1762.8226,1.2,1.3,0,12.336781,86.345245,89.58241,87.02825,242,1090.9,1243.7,581.7,1964,2286.1,750,698.7,397.8,232.6,-27.520016,20039.025,13894.693,25811.818,5836.3086,130216.164,5836.3086,-9.069071,250,45289.348,23845.86,POINT (66675.47424112831 1980620.1753636356)
3732941,R1039C1892,1039,1892,66925.47424,1980620.175,1,3.9623642,4.2664585,3.2294407,3.7362225,4.070677,1692,215.65979,1097.4,385.1,162.6,919.2,161.2,98.6,1716.8,1820.3,368.2,-30.668335,-45.1792,-73.9386,1720.1959,1734.7068,1763.4662,1.2,1.3,0,12.336781,86.32106,89.57958,87.00471,230,1147.3,1188.9,582.2,1901,2077.7,720.3,714.3,408.7,227.2,-27.520016,20288.543,14142.136,26025.229,6010.4077,130230.805,6010.4077,-9.083214,500,45473.207,23723.67,POINT (66925.47424112831 1980620.1753636356)
3732942,R1039C1893,1039,1893,67175.47424,1980620.175,1,3.9623642,4.2664585,3.2294407,3.7362225,4.070677,1795,215.65979,1097.4,385.1,162.6,919.2,161.2,98.6,1716.8,1820.3,368.2,45.989624,31.940186,3.4379883,1721.6384,1735.6879,1764.1901,1.2,1.3,0,12.336781,86.297134,89.57703,86.98143,211,1147.3,1188.9,582.2,1901,2077.7,720.3,714.3,408.7,227.2,-27.520016,20538.074,14389.666,26239.283,6189.709,130245.92,6189.709,-9.097229,750,45657.695,23603.496,POINT (67175.47424112831 1980620.1753636356)
3732943,R1039C1894,1039,1894,67425.47424,1980620.175,1,3.9623642,4.2664585,3.2294407,3.7362225,4.070677,1792,131.62439,1097.4,385.1,162.6,919.2,161.2,98.6,1716.8,1820.3,368.2,79.97449,66.32312,38.03833,1722.9695,1736.6208,1764.9056,1.2,1.3,0,12.293148,86.273476,89.57475,86.95843,233,1147.3,1188.9,582.2,1901,2077.7,720.3,714.3,408.7,227.2,-37.14154,20787.617,14637.281,26453.969,6373.7744,130261.516,6373.7744,-9.11112,1000,45842.8,23485.367,POINT (67425.47424112831 1980620.1753636356)
3733126,R1039C2077,1039,2077,113175.4742,1980620.175,1,3.8536372,4.270189,3.4400048,3.538516,3.930566,1676,473.73438,150.1,119.6,119.5,102.3,90.7,98.3,345.7,213,181.4,-77.62903,-137.28394,-178.39551,1761.4033,1821.0582,1862.1698,1,1,0,3.6013765,85.29057,92.426605,86.061966,211,200.7,397.1,333.2,246.7,334.4,560.5,144.2,266.8,156,-53.82049,18374.574,60283.188,34885.527,5350.2334,131076.8,5350.2334,-9.102666,790.5694,40756.902,32845.28,POINT (113175.47424112831 1980620.1753636356)
3733127,R1039C2078,1039,2078,113425.4742,1980620.175,1,3.8536372,4.270189,3.4400048,3.538516,3.930566,1680,608.4607,150.1,119.6,119.5,102.3,90.7,98.3,345.7,213,181.4,-78.0603,-137.73865,-178.21167,1762.5223,1822.2007,1862.6737,1,1,0,0.12607628,85.29772,92.45232,86.06864,211,200.7,397.1,333.2,246.7,334.4,560.5,144.2,266.8,156,-53.43009,18167.623,60533.047,34663.562,5550.901,131059.38,5550.901,-9.10747,559.01697,40568.613,32882.367,POINT (113425.47424112831 1980620.1753636356)
3733128,R1039C2079,1039,2079,113675.4742,1980620.175,1,3.8536372,4.270189,3.4400048,3.538516,3.930566,1675,608.4607,150.1,119.6,119.5,102.3,90.7,98.3,345.7,213,181.4,-85.92688,-145.58862,-185.66968,1763.2936,1822.9553,1863.0364,1,1,0,0.12607628,85.30495,92.47804,86.07536,211,200.7,397.1,333.2,246.7,334.4,560.5,144.2,266.8,156,-53.43009,17961.766,60782.914,34441.98,5755.432,131042.45,5755.432,-9.112167,353.5534,40380.996,32921.31,POINT (113675.47424112831 1980620.1753636356)
3733129,R1039C2080,1039,2080,113925.4742,1980620.175,1,3.8536372,4.270189,3.4400048,3.538516,3.930566,1670,608.4607,150.1,119.6,119.5,102.3,90.7,98.3,345.7,213,181.4,-92.81641,-152.49243,-191.92542,1764.4327,1824.1088,1863.5417,1,1,0,0.12607628,85.31224,92.5038,86.082146,210,200.7,397.1,333.2,246.7,334.4,560.5,144.2,266.8,156,-53.43009,17757.041,61032.777,34220.79,5963.43,131026,5963.43,-9.116696,250,40194.06,32962.098,POINT (113925.47424112831 1980620.1753636356)
