,id_rc,row,column,x,y,in_bounds,cond_mt_lowcrust_conus117_250m,cond_mt_mantle_conus117_250m,cond_mt_midcrust_conus117_250m,cond_mt_surface_conus117_250m,cond_mt_upmantle_conus117_250m,dem_conus117_250m,depth_to_basement_conus117_250m,deq_n100a05_conus117_250m,deq_n100a10_conus117_250m,deq_n100a15_conus117_250m,deq_n200a05_conus117_250m,deq_n200a10_conus117_250m,deq_n200a15_conus117_250m,deq_n50a05_conus117_250m,deq_n50a10_conus117_250m,deq_n50a15_conus117_250m,elevation_detrended_span005_conus117_250m,elevation_detrended_span01_conus117_250m,elevation_detrended_span03_conus117_250m,elevation_trend_span005_conus117_250m,elevation_trend_span01_conus117_250m,elevation_trend_span03_conus117_250m,geod_2ndinv_conus117_250m,geod_dilation_conus117_250m,geod_shear_conus117_250m,grav_iso_anom_conus117_250m,heatflow_eqwt_conus117_250m,heatflow_qcwt_conus117_250m,heatflow_tcwt_conus117_250m,hs_conus117_250m,ieq_n100a05_conus117_250m,ieq_n100a10_conus117_250m,ieq_n100a15_conus117_250m,ieq_n200a05_conus117_250m,ieq_n200a10_conus117_250m,ieq_n200a15_conus117_250m,ieq_n50a05_conus117_250m,ieq_n50a10_conus117_250m,ieq_n50a15_conus117_250m,mag_iso_anom_conus117_250m,qfaults_dist_age_0-15k_conus117_250m,qfaults_dist_age_130k-750k_conus117_250m,qfaults_dist_age_15k-130k_conus117_250m,qfaults_dist_age_750k-2600k_conus117_250m,qfaults_dist_age_other_conus117_250m,qfaults_dist_all_conus117_250m,qfv2_lr_recsr_conus117_250m,tsite_dist_hfqcresid_neg_conus117_250m,PosSite_Distance,NegSite_Distance,geometry
603723,R168C435,168,435,-297324.5258,2198370.1753636356,1,4.147393,4.233718,3.1775725,3.522215,4.112748,1279,22.757574,36.6,41.2,448.1,11.9,21.2,289.1,58.5,57.5,532.2,-340.90857,-324.9834,-298.12183,1617.9573,1602.0321,1575.1705,4.3,-5.5,0,-19.326931,76.90454,76.89946,77.59067,231,74.8,130.1,106.5,134.7,155.1,194.8,72.9,76.6,75.1,-122.2895,559.01697,13804.4375,45785.504,2236.0679,296253.8,559.01697,-7.4485025,45169.82,901.3878,341177.38,POINT (-297324.5257588717 2198370.1753636356)
603724,R168C436,168,436,-297074.5258,2198370.1753636356,1,4.147393,4.233718,3.1775725,3.522215,4.112748,1284,22.757574,36.6,41.2,448.1,11.9,21.2,289.1,58.5,57.5,532.2,-332.09863,-317.79236,-291.6532,1615.4103,1601.104,1574.9648,4.3,-5.5,0,-19.326931,76.93278,76.921974,77.62098,228,74.7,130.5,104.5,138.8,155.8,192.5,75.7,75,75.3,-122.2895,353.5534,13601.471,45608.387,2136.001,296003.8,353.5534,-7.220106,45127.598,790.5694,341088.78,POINT (-297074.5257588717 2198370.1753636356)
603725,R168C437,168,437,-296824.5258,2198370.1753636356,1,4.108775,4.233718,3.1775725,3.522215,4.112748,1287,22.757574,36.6,41.2,448.1,11.9,21.2,289.1,58.5,57.5,532.2,-327.1377,-314.39404,-288.99133,1612.9001,1600.1565,1574.7538,4.3,-5.5,0,-19.326931,76.960846,76.944336,77.651115,227,74.7,130.5,104.5,138.8,155.8,192.5,75.7,75,75.3,-122.2895,250,13400.094,45431.953,2015.5645,295753.8,250,-7.0474243,45086.723,750,341000.38,POINT (-296824.5257588717 2198370.1753636356)
603726,R168C438,168,438,-296574.5258,2198370.1753636356,1,4.108775,4.233718,3.1775725,3.522215,4.112748,1287,22.537155,36.6,41.2,448.1,11.9,21.2,289.1,58.5,57.5,532.2,-323.24902,-311.70605,-286.9319,1611.0536,1599.5106,1574.7365,4.2,-5.5,0,-19.775734,76.98875,76.96655,77.68108,224,74.7,130.5,104.5,138.8,155.8,192.5,75.7,75,75.3,-107.86876,0,13200.379,45256.215,1903.9432,295503.8,0,-6.3646955,45047.2,790.5694,340912.1,POINT (-296574.5257588717 2198370.1753636356)
603727,R168C439,168,439,-296324.5258,2198370.1753636356,1,4.108775,4.233718,3.1775725,3.522215,4.112748,1285,22.537155,36.6,41.2,448.1,11.9,21.2,289.1,58.5,57.5,532.2,-325.75122,-315.6803,-291.66577,1608.6028,1598.5319,1574.5173,4.2,-5.5,0,-19.775734,77.01647,76.98862,77.71088,224,74.7,130.5,104.5,138.8,155.8,192.5,75.7,75,75.3,-107.86876,250,13002.403,45081.176,1820.0275,295253.8,250,-7.037322,45009.027,901.3878,340824,POINT (-296324.5257588717 2198370.1753636356)
607313,R169C434,169,434,-297574.5258,2198120.1753636356,1,4.147393,4.233718,3.1775725,3.522215,4.112748,1282,15.392845,36.6,41.2,448.1,11.9,21.2,289.1,58.5,57.5,532.2,-338.09985,-320.29785,-292.57214,1621.1007,1603.2987,1575.573,4.3,-5.5,0,-9.550628,76.866974,76.86633,77.55435,230,74.8,130.1,106.5,134.7,155.1,194.8,72.9,76.6,75.1,-159.26335,500,14153.18,45788.234,2000,296505.16,500,-7.4016733,44967.348,901.3878,341032.44,POINT (-297574.5257588717 2198120.1753636356)
607314,R169C435,169,435,-297324.5258,2198120.1753636356,1,4.147393,4.233718,3.1775725,3.522215,4.112748,1282,15.392845,36.6,41.2,448.1,11.9,21.2,289.1,58.5,57.5,532.2,-336.57202,-320.38916,-293.38855,1618.5535,1602.3706,1575.37,4.3,-5.5,0,-9.550628,76.89536,76.888985,77.58481,228,74.8,130.1,106.5,134.7,155.1,194.8,72.9,76.6,75.1,-159.26335,353.5534,13950.807,45609.758,2015.5645,296255.16,353.5534,-7.2275963,44923.547,707.1068,340943.62,POINT (-297324.5257588717 2198120.1753636356)
607315,R169C436,169,436,-297074.5258,2198120.1753636356,1,4.147393,4.233718,3.1775725,3.522215,4.112748,1287,15.392845,36.6,41.2,448.1,11.9,21.2,289.1,58.5,57.5,532.2,-329.7693,-314.94775,-288.53357,1616.6024,1601.7809,1575.3667,4.3,-5.5,0,-9.550628,76.923584,76.91149,77.615105,229,74.7,130.5,104.5,138.8,155.8,192.5,75.7,75,75.3,-159.26335,250,13750,45431.953,1903.9432,296005.2,250,-7.05505,44881.094,559.01697,340855,POINT (-297074.5257588717 2198120.1753636356)
607316,R169C437,169,437,-296824.5258,2198120.1753636356,1,4.108775,4.233718,3.1775725,3.522215,4.112748,1290,15.392845,36.6,41.2,448.1,11.9,21.2,289.1,58.5,57.5,532.2,-324.6183,-311.32898,-285.66248,1614.1113,1600.822,1575.1555,4.3,-5.5,0,-9.550628,76.95164,76.933846,77.645226,228,74.7,130.5,104.5,138.8,155.8,192.5,75.7,75,75.3,-159.26335,0,13550.83,45254.836,1802.7756,295755.2,0,-6.3724327,44839.992,500,340766.5,POINT (-296824.5257588717 2198120.1753636356)
607317,R169C438,169,438,-296574.5258,2198120.1753636356,1,4.108775,4.233718,3.1775725,3.522215,4.112748,1292,14.699081,36.6,41.2,448.1,11.9,21.2,289.1,58.5,57.5,532.2,-322.61243,-310.52832,-285.49316,1612.2606,1600.1765,1575.1414,4.2,-5.5,0,-9.540043,76.979515,76.956055,77.67517,224,74.7,130.5,104.5,138.8,155.8,192.5,75.7,75,75.3,-134.92044,250,13353.37,45078.402,1677.051,295505.2,250,-7.045192,44800.25,559.01697,340678.2,POINT (-296574.5257588717 2198120.1753636356)
607318,R169C439,169,439,-296324.5258,2198120.1753636356,1,4.108775,4.233718,3.1775725,3.522215,4.112748,1289,14.699081,36.6,41.2,448.1,11.9,21.2,289.1,58.5,57.5,532.2,-322.81445,-311.46838,-286.8142,1611.0333,1599.6873,1575.0331,4.2,-5.5,0,-9.540043,77.00722,76.9781,77.70495,224,74.7,130.5,104.5,138.8,155.8,192.5,75.7,75,75.3,-134.92044,250,13157.697,44902.67,1581.1388,295255.2,250,-7.040225,44761.87,707.1068,340590.03,POINT (-296324.5257588717 2198120.1753636356)
607319,R169C440,169,440,-296074.5258,2198120.1753636356,1,4.108775,4.233718,3.1775725,3.522215,4.112748,1290,14.699081,36.6,41.2,448.1,11.9,21.2,289.1,58.5,57.5,532.2,-316.89868,-306.76025,-282.7389,1609.1803,1599.0419,1575.0205,4.2,-5.5,0,-9.540043,77.034744,77.00001,77.73455,225,74.7,130.5,104.5,138.8,155.8,192.5,75.7,75,75.3,-134.92044,0,12963.893,44727.65,1520.6907,295005.2,0,-6.3575478,44724.85,901.3878,340502.03,POINT (-296074.5257588717 2198120.1753636356)
610904,R170C434,170,434,-297574.5258,2197870.1753636356,1,4.147393,4.233718,3.1775725,3.264574,4.112748,1291,15.392845,36.6,41.2,448.1,11.9,21.2,289.1,58.5,57.5,532.2,-332.22412,-313.9065,-285.90125,1622.2932,1603.9756,1575.9703,4.3,-5.5,0,-9.550628,76.85784,76.855934,77.548546,229,74.8,130.1,106.5,134.7,155.1,194.8,72.9,76.6,75.1,-159.26335,250,14300.35,45613.867,1750,296506.75,250,-7.0672426,44721.36,790.5694,340798.78,POINT (-297574.5257588717 2197870.1753636356)
610905,R170C435,170,435,-297324.5258,2197870.1753636356,1,4.147393,4.233718,3.1775725,3.264574,4.112748,1291,15.392845,36.6,41.2,448.1,11.9,21.2,289.1,58.5,57.5,532.2,-332.03516,-314.5271,-286.88586,1621.0195,1603.5115,1575.8702,4.3,-5.5,0,-9.550628,76.886215,76.87858,77.57899,227,74.8,130.1,106.5,134.7,155.1,194.8,72.9,76.6,75.1,-159.26335,250,14100.089,45434.707,1767.767,296256.75,250,-7.0624833,44677.316,559.01697,340709.9,POINT (-297324.5257588717 2197870.1753636356)
610906,R170C436,170,436,-297074.5258,2197870.1753636356,1,4.147393,4.233718,3.1775725,3.264574,4.112748,1292,15.392845,36.6,41.2,448.1,11.9,21.2,289.1,58.5,57.5,532.2,-330.38354,-314.23718,-287.18555,1619.0681,1602.9218,1575.8701,4.3,-5.5,0,-9.550628,76.91441,76.90108,77.60926,229,74.7,130.5,104.5,138.8,155.8,192.5,75.7,75,75.3,-159.26335,0,13901.438,45256.215,1677.051,296006.75,0,-6.379993,44634.63,353.5534,340621.22,POINT (-297074.5257588717 2197870.1753636356)
610907,R170C437,170,437,-296824.5258,2197870.1753636356,1,4.108775,4.233718,3.1775725,3.264574,4.112748,1295,15.392845,36.6,41.2,448.1,11.9,21.2,289.1,58.5,57.5,532.2,-323.84778,-309.2744,-282.96277,1616.5503,1601.9769,1575.6653,4.3,-5.5,0,-9.550628,76.942444,76.92342,77.639366,227,74.7,130.5,104.5,138.8,155.8,192.5,75.7,75,75.3,-159.26335,0,13704.47,45078.402,1581.1388,295756.75,0,-6.3751755,44593.3,250,340532.66,POINT (-296824.5257588717 2197870.1753636356)
610908,R170C438,170,438,-296574.5258,2197870.1753636356,1,4.108775,4.233718,3.1775725,3.264574,4.112748,1294,14.699081,36.6,41.2,448.1,11.9,21.2,289.1,58.5,57.5,532.2,-318.6725,-305.30872,-279.6311,1614.6954,1601.3317,1575.654,4.2,-5.5,0,-9.540043,76.97031,76.94562,77.669304,224,74.7,130.5,104.5,138.8,155.8,192.5,75.7,75,75.3,-134.92044,250,13509.256,44901.28,1457.7379,295506.78,250,-7.04803,44553.34,353.5534,340444.28,POINT (-296574.5257588717 2197870.1753636356)
610909,R170C439,170,439,-296324.5258,2197870.1753636356,1,4.108775,4.233718,3.1775725,3.264574,4.112748,1293,14.699081,36.6,41.2,448.1,11.9,21.2,289.1,58.5,57.5,532.2,-318.63196,-306.7484,-281.83533,1612.237,1600.3535,1575.4404,4.2,-5.5,0,-9.540043,76.997986,76.96767,77.699066,225,74.7,130.5,104.5,138.8,155.8,192.5,75.7,75,75.3,-134.92044,0,13315.874,44724.85,1346.2913,295256.78,0,-6.3654647,44514.746,559.01697,340356.06,POINT (-296324.5257588717 2197870.1753636356)
610910,R170C440,170,440,-296074.5258,2197870.1753636356,1,4.108775,4.233718,3.1775725,3.264574,4.112748,1295,14.699081,36.6,41.2,448.1,11.9,21.2,289.1,58.5,57.5,532.2,-315.29993,-304.89478,-280.74524,1609.7803,1599.3751,1575.2256,4.2,-5.5,0,-9.540043,77.0255,76.989555,77.72865,226,74.7,130.5,104.5,138.8,155.8,192.5,75.7,75,75.3,-134.92044,0,13124.404,44549.13,1274.7549,295006.78,0,-6.3605947,44477.523,790.5694,340268,POINT (-296074.5257588717 2197870.1753636356)
614495,R171C434,171,434,-297574.5258,2197620.1753636356,1,4.147393,4.233718,3.1775725,3.264574,4.112748,1293,15.392845,36.6,41.2,448.1,11.9,21.2,289.1,58.5,57.5,532.2,-331.50183,-311.85876,-283.2096,1624.7595,1605.1165,1576.4673,4.3,-5.5,0,-9.550628,76.84874,76.84561,77.54278,226,74.8,130.1,106.5,134.7,155.1,194.8,72.9,76.6,75.1,-159.26335,0,14450.346,45440.207,1500,296508.53,0,-6.392049,44475.414,750,340565.16,POINT (-297574.5257588717 2197620.1753636356)
614496,R171C435,171,435,-297324.5258,2197620.1753636356,1,4.147393,4.233718,3.1775725,3.264574,4.112748,1294,15.392845,36.6,41.2,448.1,11.9,21.2,289.1,58.5,57.5,532.2,-325.96167,-307.93823,-280.0199,1622.2118,1604.1884,1576.27,4.3,-5.5,0,-9.550628,76.87709,76.86825,77.573204,226,74.8,130.1,106.5,134.7,155.1,194.8,72.9,76.6,75.1,-159.26335,0,14252.192,45260.36,1520.6907,296258.53,0,-6.38737,44431.125,500,340476.22,POINT (-297324.5257588717 2197620.1753636356)
614497,R171C436,171,436,-297074.5258,2197620.1753636356,1,4.147393,4.233718,3.1775725,3.264574,4.112748,1296,15.392845,36.6,41.2,448.1,11.9,21.2,289.1,58.5,57.5,532.2,-324.86755,-308.20593,-280.88037,1620.2603,1603.5986,1576.2731,4.3,-5.5,0,-9.550628,76.905266,76.89073,77.60346,228,74.7,130.5,104.5,138.8,155.8,192.5,75.7,75,75.3,-159.26335,250,14055.692,45081.176,1457.7379,296008.56,250,-7.0603437,44388.203,250,340387.47,POINT (-297074.5257588717 2197620.1753636356)
614498,R171C437,171,437,-296824.5258,2197620.1753636356,1,4.108775,4.233718,3.1775725,3.264574,4.112748,1297,15.392845,36.6,41.2,448.1,11.9,21.2,289.1,58.5,57.5,532.2,-317.13745,-302.02002,-275.44556,1617.76,1602.6426,1576.0681,4.3,-5.5,0,-9.550628,76.93328,76.91307,77.63355,226,74.7,130.5,104.5,138.8,155.8,192.5,75.7,75,75.3,-159.26335,250,13860.916,44902.67,1346.2913,295758.56,250,-7.0556145,44346.645,0,340298.84,POINT (-296824.5257588717 2197620.1753636356)
614499,R171C438,171,438,-296574.5258,2197620.1753636356,1,4.108775,4.233718,3.1775725,3.264574,4.112748,1298,14.699081,36.6,41.2,448.1,11.9,21.2,289.1,58.5,57.5,532.2,-315.313,-301.67932,-275.87158,1615.2983,1601.6647,1575.8569,4.2,-5.5,0,-9.540043,76.96112,76.935265,77.66347,225,74.7,130.5,104.5,138.8,155.8,192.5,75.7,75,75.3,-134.92044,250,13667.937,44724.85,1250,295508.56,250,-7.050869,44306.46,250,340210.4,POINT (-296574.5257588717 2197620.1753636356)
614500,R171C439,171,439,-296324.5258,2197620.1753636356,1,4.108775,4.233718,3.1775725,3.264574,4.112748,1299,14.699081,36.6,41.2,448.1,11.9,21.2,289.1,58.5,57.5,532.2,-315.11792,-302.6985,-277.5276,1613.4392,1601.0198,1575.8489,4.2,-5.5,0,-9.540043,76.988785,76.9573,77.693214,224,74.7,130.5,104.5,138.8,155.8,192.5,75.7,75,75.3,-134.92044,0,13476.832,44547.727,1118.0339,295258.56,0,-6.3684216,44267.652,500,340122.12,POINT (-296324.5257588717 2197620.1753636356)
614501,R171C440,171,440,-296074.5258,2197620.1753636356,1,4.108775,4.233718,3.1775725,3.264574,4.112748,1298,14.699081,36.6,41.2,448.1,11.9,21.2,289.1,58.5,57.5,532.2,-314.18518,-302.50696,-277.719,1612.209,1600.5308,1575.7428,4.2,-5.5,0,-9.540043,77.01627,76.97918,77.722786,225,74.7,130.5,104.5,138.8,155.8,192.5,75.7,75,75.3,-134.92044,250,13287.683,44371.3,1030.7764,295008.6,250,-7.0413327,44230.223,750,340034,POINT (-296074.5257588717 2197620.1753636356)
618086,R172C434,172,434,-297574.5258,2197370.1753636356,1,4.147393,4.233718,3.1775725,3.264574,4.112748,1295,15.392845,39.4,46,546.3,13.1,24.8,346.2,57.7,61.3,635.5,-328.22632,-308.06763,-279.14,1625.952,1605.7933,1576.8657,4.2,-5.4,0,-9.550628,76.83965,76.83536,77.53704,224,74.8,130.1,106.5,134.7,155.1,194.8,72.9,76.6,75.1,-159.26335,250,14603.082,45267.26,1250,296510.53,250,-7.07226,44229.516,790.5694,340331.56,POINT (-297574.5257588717 2197370.1753636356)
618087,R172C435,172,435,-297324.5258,2197370.1753636356,1,4.147393,4.233718,3.1775725,3.264574,4.112748,1297,15.392845,39.4,46,546.3,13.1,24.8,346.2,57.7,61.3,635.5,-323.45166,-304.91284,-276.71863,1623.404,1604.8652,1576.671,4.2,-5.4,0,-9.550628,76.86799,76.85799,77.56745,223,74.8,130.1,106.5,134.7,155.1,194.8,72.9,76.6,75.1,-159.26335,250,14407.029,45086.723,1274.7549,296260.56,250,-7.067663,44184.98,559.01697,340242.56,POINT (-297324.5257588717 2197370.1753636356)
618088,R172C436,172,436,-297074.5258,2197370.1753636356,1,4.147393,4.233718,3.1775725,3.264574,4.112748,1300,15.392845,39.4,46,546.3,13.1,24.8,346.2,57.7,61.3,635.5,-323.0581,-305.07153,-277.1068,1622.7261,1604.7395,1576.7748,4.2,-5.4,0,-9.550628,76.89615,76.88046,77.597694,222,74.7,130.5,104.5,138.8,155.8,192.5,75.7,75,75.3,-159.26335,353.5534,14212.67,44906.848,1250,296010.56,353.5534,-7.2307196,44141.816,353.5534,340153.72,POINT (-297074.5257588717 2197370.1753636356)
618089,R172C437,172,437,-296824.5258,2197370.1753636356,1,4.108775,4.233718,3.1775725,3.264574,4.112748,1300,15.392845,39.4,46,546.3,13.1,24.8,346.2,57.7,61.3,635.5,-318.0807,-301.67676,-274.4557,1620.2012,1603.7972,1576.5762,4.2,-5.4,0,-9.550628,76.92414,76.902794,77.62777,221,74.7,130.5,104.5,138.8,155.8,192.5,75.7,75,75.3,-159.26335,500,14020.075,44727.65,1118.0339,295760.56,500,-7.3953037,44100.027,250,340065.06,POINT (-296824.5257588717 2197370.1753636356)
618090,R172C438,172,438,-296574.5258,2197370.1753636356,1,4.108775,4.233718,3.1775725,3.264574,4.112748,1300,14.699081,39.4,46,546.3,13.1,24.8,346.2,57.7,61.3,635.5,-314.9369,-300.02112,-273.56958,1617.7354,1602.8196,1576.368,4.2,-5.4,0,-9.540043,76.95196,76.92497,77.65767,221,74.7,130.5,104.5,138.8,155.8,192.5,75.7,75,75.3,-134.92044,353.5534,13829.316,44549.13,1030.7764,295510.56,353.5534,-7.2214403,44059.617,353.5534,339976.56,POINT (-296574.5257588717 2197370.1753636356)
618091,R172C439,172,439,-296324.5258,2197370.1753636356,1,4.108775,4.233718,3.1775725,3.264574,4.112748,1300,14.699081,39.4,46,546.3,13.1,24.8,346.2,57.7,61.3,635.5,-312.89062,-299.1936,-273.38147,1615.8721,1602.175,1576.3629,4.2,-5.4,0,-9.540043,76.97961,76.947,77.6874,223,74.7,130.5,104.5,138.8,155.8,192.5,75.7,75,75.3,-134.92044,250,13640.473,44371.3,901.3878,295260.6,250,-7.0490856,44020.59,559.01697,339888.22,POINT (-296324.5257588717 2197370.1753636356)
618092,R172C440,172,440,-296074.5258,2197370.1753636356,1,4.108775,4.233718,3.1775725,3.264574,4.112748,1301,14.699081,39.4,46,546.3,13.1,24.8,346.2,57.7,61.3,635.5,-313.40405,-301.19348,-276.1499,1613.4078,1601.1973,1576.1537,4.2,-5.4,0,-9.540043,77.00707,76.96887,77.71696,225,74.7,130.5,104.5,138.8,155.8,192.5,75.7,75,75.3,-134.92044,353.5534,13453.624,44194.17,790.5694,295010.6,353.5534,-7.2120876,43982.953,790.5694,339800.03,POINT (-296074.5257588717 2197370.1753636356)
621677,R173C434,173,434,-297574.5258,2197120.1753636356,1,4.147393,4.233718,3.1775725,3.264574,4.112748,1299,7.120345,39.4,46,546.3,13.1,24.8,346.2,57.7,61.3,635.5,-327.80762,-306.3235,-276.75012,1628.4185,1606.9343,1577.361,4.2,-5.4,0,-5.3307934,76.8306,76.82517,77.53134,225,74.8,130.1,106.5,134.7,155.1,194.8,72.9,76.6,75.1,-185.97855,250,14758.472,45095.04,1000,296512.75,250,-7.07479,43983.66,901.3878,340097.97,POINT (-297574.5257588717 2197120.1753636356)
621678,R173C435,173,435,-297324.5258,2197120.1753636356,1,4.147393,4.233718,3.1775725,3.264574,4.112748,1299,7.120345,39.4,46,546.3,13.1,24.8,346.2,57.7,61.3,635.5,-323.95422,-304.0901,-275.25342,1625.8702,1606.0061,1577.1694,4.2,-5.4,0,-5.3307934,76.85891,76.84779,77.56174,224,74.8,130.1,106.5,134.7,155.1,194.8,72.9,76.6,75.1,-185.97855,500,14564.512,44913.805,1030.7764,296262.75,500,-7.4071674,43938.88,707.1068,340008.9,POINT (-297324.5257588717 2197120.1753636356)
621679,R173C436,173,436,-297074.5258,2197120.1753636356,1,4.147393,4.233718,3.1775725,3.264574,4.112748,1300,7.120345,39.4,46,546.3,13.1,24.8,346.2,57.7,61.3,635.5,-321.5631,-303.31897,-275.21777,1623.322,1605.0779,1576.9767,4.2,-5.4,0,-5.3307934,76.887054,76.87026,77.591965,225,74.7,130.5,104.5,138.8,155.8,192.5,75.7,75,75.3,-185.97855,559.01697,14372.282,44733.24,1000,296012.78,559.01697,-7.4568563,43895.473,559.01697,339920.03,POINT (-297074.5257588717 2197120.1753636356)
621680,R173C437,173,437,-296824.5258,2197120.1753636356,1,4.108775,4.233718,3.1775725,3.264574,4.112748,1302,7.120345,39.4,46,546.3,13.1,24.8,346.2,57.7,61.3,635.5,-315.99097,-299.04468,-271.56177,1621.4094,1604.4631,1576.9802,4.2,-5.4,0,-5.3307934,76.91502,76.892586,77.622025,225,74.7,130.5,104.5,138.8,155.8,192.5,75.7,75,75.3,-185.97855,707.1068,14181.8545,44553.34,901.3878,295762.78,707.1068,-7.5664577,43853.45,500,339831.3,POINT (-296824.5257588717 2197120.1753636356)
621681,R173C438,173,438,-296574.5258,2197120.1753636356,1,4.108775,4.233718,3.1775725,3.264574,4.112748,1302,5.732068,39.4,46,546.3,13.1,24.8,346.2,57.7,61.3,635.5,-313.5171,-298.06262,-271.35144,1618.9402,1603.4857,1576.7745,4.2,-5.4,0,-4.4430184,76.942825,76.91476,77.65191,224,74.7,130.5,104.5,138.8,155.8,192.5,75.7,75,75.3,-156.3625,559.01697,13993.302,44374.12,790.5694,295512.78,559.01697,-7.447749,43812.812,559.01697,339742.72,POINT (-296574.5257588717 2197120.1753636356)
621682,R173C439,173,439,-296324.5258,2197120.1753636356,1,4.108775,4.233718,3.1775725,3.264574,4.112748,1303,5.732068,39.4,46,546.3,13.1,24.8,346.2,57.7,61.3,635.5,-309.4878,-295.25647,-269.1875,1617.0728,1602.8414,1576.7725,4.2,-5.4,0,-4.4430184,76.97045,76.936775,77.681625,225,74.7,130.5,104.5,138.8,155.8,192.5,75.7,75,75.3,-156.3625,500,13806.701,44195.59,707.1068,295262.8,500,-7.388956,43773.566,707.1068,339654.3,POINT (-296324.5257588717 2197120.1753636356)
621683,R173C440,173,440,-296074.5258,2197120.1753636356,1,4.108775,4.233718,3.1775725,3.264574,4.112748,1306,5.732068,39.4,46,546.3,13.1,24.8,346.2,57.7,61.3,635.5,-307.84546,-295.10425,-269.80603,1614.6051,1601.8639,1576.5657,4.2,-5.4,0,-4.4430184,76.9979,76.95864,77.71117,226,74.7,130.5,104.5,138.8,155.8,192.5,75.7,75,75.3,-156.3625,559.01697,13622.133,44017.754,559.01697,295012.8,559.01697,-7.4385996,43735.71,901.3878,339566.1,POINT (-296074.5257588717 2197120.1753636356)
625269,R174C435,174,435,-297324.5258,2196870.1753636356,1,4.147393,4.233718,3.060893,3.264574,4.0865993,1302,7.120345,39.4,46,546.3,13.1,24.8,346.2,57.7,61.3,635.5,-321.4834,-301.10413,-271.99268,1627.0623,1606.683,1577.5715,4.2,-5.4,0,-5.3307934,76.84985,76.83767,77.55606,226,74.8,130.1,106.5,134.7,155.1,194.8,72.9,76.6,75.1,-185.97855,559.01697,14724.555,44741.62,790.5694,296265.2,559.01697,-7.464019,43692.82,901.3878,339775.28,POINT (-297324.5257588717 2196870.1753636356)
625270,R174C436,174,436,-297074.5258,2196870.1753636356,1,4.147393,4.233718,3.060893,3.264574,4.0865993,1304,7.120345,39.4,46,546.3,13.1,24.8,346.2,57.7,61.3,635.5,-317.83325,-299.0741,-270.7008,1624.5139,1605.7548,1577.3815,4.2,-5.4,0,-5.3307934,76.877975,76.86013,77.58627,228,74.7,130.5,104.5,138.8,155.8,192.5,75.7,75,75.3,-185.97855,790.5694,14534.441,44560.35,750,296015.2,750,-7.602433,43649.168,790.5694,339686.34,POINT (-297074.5257588717 2196870.1753636356)
625271,R174C437,174,437,-296824.5258,2196870.1753636356,1,4.108775,4.233718,3.060893,3.264574,4.0865993,1305,7.120345,39.4,46,546.3,13.1,24.8,346.2,57.7,61.3,635.5,-311.97522,-294.48828,-266.74463,1622.616,1605.129,1577.3854,4.2,-5.4,0,-5.3307934,76.90593,76.88245,77.61631,227,74.7,130.5,104.5,138.8,155.8,192.5,75.7,75,75.3,-185.97855,901.3878,14346.167,44379.754,707.1068,295765.22,707.1068,-7.5692825,43606.91,750,339597.56,POINT (-296824.5257588717 2196870.1753636356)
625272,R174C438,174,438,-296574.5258,2196870.1753636356,1,4.108775,4.233718,3.060893,3.264574,4.0865993,1306,5.732068,39.4,46,546.3,13.1,24.8,346.2,57.7,61.3,635.5,-310.59277,-293.85376,-266.4972,1621.3795,1604.6405,1577.2839,4.2,-5.4,0,-4.4430184,76.933716,76.90461,77.64619,226,74.7,130.5,104.5,138.8,155.8,192.5,75.7,75,75.3,-156.3625,790.5694,14159.803,44199.832,559.01697,295515.22,559.01697,-7.450639,43566.043,790.5694,339508.94,POINT (-296574.5257588717 2196870.1753636356)
625273,R174C439,174,439,-296324.5258,2196870.1753636356,1,4.108775,4.233718,3.060893,3.264574,4.0865993,1304,5.732068,39.4,46,546.3,13.1,24.8,346.2,57.7,61.3,635.5,-305.6792,-290.16772,-263.45618,1619.5079,1603.9965,1577.2849,4.2,-5.4,0,-4.4430184,76.96132,76.92662,77.67588,227,74.7,130.5,104.5,138.8,155.8,192.5,75.7,75,75.3,-156.3625,750,13975.425,44020.59,500,295265.25,500,-7.3919563,43526.574,901.3878,339420.47,POINT (-296324.5257588717 2196870.1753636356)
751703,R209C1184,209,1184,-110074.5258,2188120.1753636356,1,4.0025444,4.1670284,2.9075782,2.7425592,3.9031928,1260,4.340956,9.4,9.5,11.1,7.7,8.1,9.8,18.4,15.7,16.3,-243.27527,-238.28967,-218.47034,1507.5146,1502.529,1482.7097,1,-1.3,0,-1.3759687,75.59815,75.59087,77.92946,204,27.4,40.8,47.2,25.4,34.5,72.1,21,25,32.9,19.823227,707.1068,3758.324,54951.113,8764.274,109631.484,707.1068,-7.000025,14673.53,901.3878,296024.2,POINT (-110074.52575887169 2188120.1753636356)
751704,R209C1185,209,1185,-109824.5258,2188120.1753636356,1,4.0025444,4.1670284,2.9075782,2.7425592,3.9031928,1257,4.340956,9.4,9.5,11.1,7.7,8.1,9.8,18.4,15.7,16.3,-243.49731,-239.04504,-220.59192,1505.0706,1500.6183,1482.1652,1,-1.3,0,-1.3759687,75.624214,75.61633,77.96058,204,27.4,40.8,47.2,25.4,34.5,72.1,21,25,32.9,19.823227,901.3878,3783.1865,54752.28,8753.57,109382.93,901.3878,-7.1157866,14713.939,790.5694,295865.03,POINT (-109824.52575887169 2188120.1753636356)
