,id_rc,row,column,x,y,in_bounds,cond_mt_lowcrust_conus117_250m,cond_mt_mantle_conus117_250m,cond_mt_midcrust_conus117_250m,cond_mt_surface_conus117_250m,cond_mt_upmantle_conus117_250m,dem_conus117_250m,depth_to_basement_conus117_250m,deq_n100a05_conus117_250m,deq_n100a10_conus117_250m,deq_n100a15_conus117_250m,deq_n200a05_conus117_250m,deq_n200a10_conus117_250m,deq_n200a15_conus117_250m,deq_n50a05_conus117_250m,deq_n50a10_conus117_250m,deq_n50a15_conus117_250m,elevation_detrended_span005_conus117_250m,elevation_detrended_span01_conus117_250m,elevation_detrended_span03_conus117_250m,elevation_trend_span005_conus117_250m,elevation_trend_span01_conus117_250m,elevation_trend_span03_conus117_250m,geod_2ndinv_conus117_250m,geod_dilation_conus117_250m,geod_shear_conus117_250m,grav_hgm_conus117_250m_tif_conus117_250m,grav_iso_anom_conus117_250m,heatflow_eqwt_conus117_250m,heatflow_qcwt_conus117_250m,heatflow_tcwt_conus117_250m,hs_conus117_250m,ieq_n100a05_conus117_250m,ieq_n100a10_conus117_250m,ieq_n100a15_conus117_250m,ieq_n200a05_conus117_250m,ieq_n200a10_conus117_250m,ieq_n200a15_conus117_250m,ieq_n50a05_conus117_250m,ieq_n50a10_conus117_250m,ieq_n50a15_conus117_250m,mag_hgm_conus117_250m_tif_conus117_250m,mag_iso_anom_conus117_250m,qfaults_dist_age_0-15k_conus117_250m,qfaults_dist_age_130k-750k_conus117_250m,qfaults_dist_age_15k-130k_conus117_250m,qfaults_dist_age_750k-2600k_conus117_250m,qfaults_dist_age_other_conus117_250m,qfaults_dist_all_conus117_250m,qfv2_lr_recsr_conus117_250m,tsite_dist_hfqcresid_neg_conus117_250m,PosSite_Distance,NegSite_Distance,id,col1,geometry
147,R1410C774,1410,774,-212574.5257588717,1887870.1753636356,1,4.123486,4.3490534,2.661144,2.7528718,4.060751,1157.0,53.715824,1089.6,820.6,716.7,643.4,594.6,441.8,1500.5,1475.7,1376.1,-264.34985,-309.91956,-332.14417,1422.3059,1467.8756,1490.1002,33.4,12.6,16.5,0.0013561931,-2.101718,84.11931,85.76726,84.62795,220.0,2497.3,1426.2,1456.4,2740.4,1985.2,1651.2,1186.7,920.1,909.5,5.310975e-06,-72.10783,16364.978,57620.527,10606.602,1000.0,312565.4,1000.0,-7.890648,16441.184,790.5694,37233.22,0,WalkerLane,POINT (-212574.5257588717 1887870.1753636356)
148,R1411C773,1411,773,-212824.5257588717,1887620.1753636356,1,4.123486,4.3490534,2.661144,2.7528718,4.060751,1157.0,36.13482,1089.6,820.6,716.7,643.4,594.6,441.8,1500.5,1475.7,1376.1,-266.3673,-311.43896,-333.47705,1424.3234,1469.395,1491.4331,33.4,12.6,16.5,0.0011102827,-1.3385698,84.1689,85.82207,84.657295,220.0,2532.0,1476.0,1551.2,3342.1,2044.0,1686.7,1386.7,934.3,923.6,3.865892e-06,-141.72926,16433.578,57273.47,10891.511,1250.0,312918.9,1250.0,-7.9664607,16234.608,1000.0,37420.75,0,WalkerLane,POINT (-212824.5257588717 1887620.1753636356)
149,R1411C774,1411,774,-212574.5257588717,1887620.1753636356,1,4.123486,4.3490534,2.661144,2.7528718,4.060751,1157.0,53.715824,1089.6,820.6,716.7,643.4,594.6,441.8,1500.5,1475.7,1376.1,-265.49353,-310.89832,-332.74194,1423.4496,1468.8544,1490.698,33.4,12.6,16.5,0.0013561931,-2.101718,84.15187,85.804504,84.641495,220.0,2497.3,1426.2,1456.4,2740.4,1985.2,1651.2,1186.7,920.1,909.5,5.310975e-06,-72.10783,16224.98,57413.523,10854.146,1000.0,312744.4,1000.0,-7.888261,16194.135,750.0,37176.94,0,WalkerLane,POINT (-212574.5257588717 1887620.1753636356)
150,R1411C775,1411,775,-212324.5257588717,1887620.1753636356,1,4.123486,4.3490534,2.661144,2.7528718,4.060751,1157.0,53.715824,1089.6,820.6,716.7,643.4,594.6,441.8,1500.5,1475.7,1376.1,-264.62634,-310.3595,-332.00842,1422.5824,1468.3156,1489.9645,33.4,12.6,16.5,0.0013561931,-2.101718,84.13512,85.78715,84.62591,220.0,2497.3,1426.2,1456.4,2740.4,1985.2,1651.2,1186.7,920.1,909.5,5.310975e-06,-72.10783,16017.568,57554.32,10822.431,750.0,312570.0,750.0,-7.7886295,16157.429,500.0,36933.215,0,WalkerLane,POINT (-212324.5257588717 1887620.1753636356)
151,R1412C774,1412,774,-212574.5257588717,1887370.1753636356,1,4.123486,4.3490534,2.661144,2.7528718,4.060751,1157.0,53.715824,1089.6,820.6,716.7,643.4,594.6,441.8,1500.5,1475.7,1376.1,-266.20312,-311.60742,-332.9729,1424.1592,1469.5635,1490.929,33.4,12.6,16.5,0.0013561931,-2.101718,84.18411,85.841255,84.65459,220.0,2497.3,1426.2,1456.4,2740.4,1985.2,1651.2,1186.7,920.1,909.5,5.310975e-06,-72.10783,16087.65,57206.863,11101.802,1000.0,312923.5,1000.0,-7.885499,15947.179,790.5694,37122.266,0,WalkerLane,POINT (-212574.5257588717 1887370.1753636356)
152,R1412C775,1412,775,-212324.5257588717,1887370.1753636356,1,4.123486,4.3490534,2.661144,2.7528718,4.060751,1157.0,53.715824,1089.6,820.6,716.7,643.4,594.6,441.8,1500.5,1475.7,1376.1,-265.3219,-311.0647,-332.23608,1423.278,1469.0208,1490.1921,33.4,12.6,16.5,0.0013561931,-2.101718,84.16741,85.82397,84.6389,220.0,2497.3,1426.2,1456.4,2740.4,1985.2,1651.2,1186.7,920.1,909.5,5.310975e-06,-72.10783,15878.444,57348.168,11070.795,750.0,312749.2,750.0,-7.786295,15909.902,559.01697,36878.18,0,WalkerLane,POINT (-212324.5257588717 1887370.1753636356)
153,R1412C776,1412,776,-212074.5257588717,1887370.1753636356,1,4.123486,4.3490534,2.661144,2.7528718,4.060751,1157.0,53.715824,1089.6,820.6,716.7,643.4,594.6,441.8,1500.5,1475.7,1376.1,-264.78577,-310.87366,-331.61243,1422.7418,1468.8297,1489.5685,32.6,12.3,16.1,0.0013561931,-2.101718,84.15099,85.8069,84.623436,220.0,2497.3,1426.2,1456.4,2740.4,1985.2,1651.2,1186.7,920.1,909.5,5.310975e-06,-72.10783,15670.434,57490.215,11045.361,500.0,312575.0,500.0,-7.6475844,15876.477,353.5534,36634.17,0,WalkerLane,POINT (-212074.5257588717 1887370.1753636356)
154,R1413C774,1413,774,-212574.5257588717,1887120.1753636356,1,4.123486,4.3490534,2.661144,2.7528718,4.060751,1157.0,45.32672,1089.6,820.6,716.7,643.4,594.6,441.8,1500.5,1475.7,1376.1,-267.3562,-312.58887,-333.57288,1425.3123,1470.5449,1491.5289,33.4,12.6,16.5,0.0013561931,-3.274189,84.21603,85.877495,84.66724,220.0,2497.3,1426.2,1456.4,2740.4,1985.2,1651.2,1186.7,920.1,909.5,5.310975e-06,-96.238815,15953.056,57000.547,11349.56,1030.7764,313102.72,1030.7764,-7.8914747,15700.318,901.3878,37069.19,0,WalkerLane,POINT (-212574.5257588717 1887120.1753636356)
155,R1413C775,1413,775,-212324.5257588717,1887120.1753636356,1,4.123486,4.3490534,2.661144,2.7528718,4.060751,1157.0,45.32672,1089.6,820.6,716.7,643.4,594.6,441.8,1500.5,1475.7,1376.1,-266.45776,-312.04114,-332.83203,1424.4138,1469.9972,1490.7881,33.4,12.6,16.5,0.0013561931,-3.274189,84.199394,85.86029,84.65144,220.0,2497.3,1426.2,1456.4,2740.4,1985.2,1651.2,1186.7,920.1,909.5,5.310975e-06,-96.238815,15742.062,57142.367,11319.231,790.5694,312928.5,790.5694,-7.8000135,15662.455,707.1068,36824.754,0,WalkerLane,POINT (-212324.5257588717 1887120.1753636356)
156,R1413C776,1413,776,-212074.5257588717,1887120.1753636356,1,4.123486,4.3490534,2.661144,2.7528718,4.060751,1157.0,45.32672,1089.6,820.6,716.7,643.4,594.6,441.8,1500.5,1475.7,1376.1,-265.9043,-311.8452,-332.20435,1423.8604,1469.8013,1490.1604,32.6,12.3,16.1,0.0013561931,-3.274189,84.18304,85.8433,84.63588,220.0,2497.3,1426.2,1456.4,2740.4,1985.2,1651.2,1186.7,920.1,909.5,5.310975e-06,-96.238815,15532.225,57284.926,11294.357,559.01697,312754.4,559.01697,-7.6818256,15628.5,559.01697,36580.39,0,WalkerLane,POINT (-212074.5257588717 1887120.1753636356)
157,R1413C777,1413,777,-211824.5257588717,1887120.1753636356,1,4.0183206,4.3490534,2.661144,2.7528718,4.060751,1156.0,45.32672,1089.6,820.6,716.7,643.4,594.6,441.8,1500.5,1475.7,1376.1,-265.0121,-311.2992,-331.46484,1422.9681,1469.2552,1489.4209,32.6,12.3,16.1,0.0013561931,-3.274189,84.16697,85.82653,84.620544,219.0,2497.3,1426.2,1456.4,2740.4,1985.2,1651.2,1186.7,920.1,909.5,5.310975e-06,-96.238815,15323.593,57428.215,11274.973,353.5534,312580.38,353.5534,-7.5255127,15598.478,500.0,36336.105,0,WalkerLane,POINT (-211824.5257588717 1887120.1753636356)
158,R1414C775,1414,775,-212324.5257588717,1886870.1753636356,1,4.123486,4.3490534,2.7614522,2.7528718,4.0531836,1157.0,45.32672,829.1,805.9,605.3,612.8,534.0,400.1,1411.6,1333.5,1080.0,-267.1471,-312.7445,-333.0581,1425.1031,1470.7006,1491.0142,33.4,12.6,16.5,0.0016803384,-3.274189,84.23105,85.89611,84.663536,220.0,1796.6,1483.6,1538.9,2271.9,1798.2,1604.2,1135.1,883.8,877.1,5.0792964e-06,-96.238815,15608.491,56936.918,11567.735,901.3878,313107.9,901.3878,-7.8397493,15415.09,901.3878,36772.953,0,WalkerLane,POINT (-212324.5257588717 1886870.1753636356)
159,R1414C776,1414,776,-212074.5257588717,1886870.1753636356,1,4.123486,4.3490534,2.7614522,2.7528718,4.0531836,1157.0,45.32672,829.1,805.9,605.3,612.8,534.0,400.1,1411.6,1333.5,1080.0,-266.2412,-312.19458,-332.31555,1424.1973,1470.1506,1490.2716,32.6,12.3,16.1,0.0016803384,-3.274189,84.21476,85.879196,84.64787,220.0,1796.6,1483.6,1538.9,2271.9,1798.2,1604.2,1135.1,883.8,877.1,5.0792964e-06,-96.238815,15396.834,57079.99,11543.396,707.1068,312933.9,707.1068,-7.7557907,15380.589,790.5694,36528.242,0,WalkerLane,POINT (-212074.5257588717 1886870.1753636356)
160,R1414C777,1414,777,-211824.5257588717,1886870.1753636356,1,4.0183206,4.3490534,2.7614522,2.7528718,4.0531836,1156.0,45.32672,829.1,805.9,605.3,612.8,534.0,400.1,1411.6,1333.5,1080.0,-265.68896,-312.01245,-331.7025,1423.6262,1469.9497,1489.6398,32.6,12.3,16.1,0.0016803384,-3.274189,84.19876,85.86251,84.63244,220.0,1796.6,1483.6,1538.9,2271.9,1798.2,1604.2,1135.1,883.8,877.1,5.0792964e-06,-96.238815,15186.343,57223.793,11524.431,500.0,312760.0,500.0,-7.637369,15350.081,750.0,36283.605,0,WalkerLane,POINT (-211824.5257588717 1886870.1753636356)
161,R1414C778,1414,778,-211574.5257588717,1886870.1753636356,1,4.0183206,4.3490534,2.7614522,2.7528718,4.0531836,1156.0,64.58835,829.1,805.9,605.3,612.8,534.0,400.1,1411.6,1333.5,1080.0,-267.12463,-313.79968,-333.29663,1422.7266,1469.4016,1488.8986,32.6,12.3,16.1,0.001984365,-4.548962,84.18306,85.846054,84.61725,220.0,1796.6,1483.6,1538.9,2271.9,1798.2,1604.2,1135.1,883.8,877.1,8.707754e-06,-43.9852,14977.065,57368.33,11510.864,250.0,312586.2,250.0,-7.404052,15323.593,790.5694,36039.043,0,WalkerLane,POINT (-211574.5257588717 1886870.1753636356)
162,R1415C777,1415,777,-211824.5257588717,1886620.1753636356,1,4.0183206,4.3490534,2.7614522,2.7528718,4.0531836,1156.0,45.32672,829.1,805.9,605.3,612.8,534.0,400.1,1411.6,1333.5,1080.0,-266.85547,-312.95935,-332.27734,1424.8115,1470.9154,1490.2334,32.6,12.3,16.1,0.0016803384,-3.274189,84.23052,85.89834,84.64429,220.0,1796.6,1483.6,1538.9,2271.9,1798.2,1604.2,1135.1,883.8,877.1,5.0792964e-06,-96.238815,15051.993,57019.734,11773.912,559.01697,312939.7,559.01697,-7.6704855,15101.738,1000.0,36232.754,0,WalkerLane,POINT (-211824.5257588717 1886620.1753636356)
163,R1471C784,1471,784,-210074.5257588717,1872620.1753636356,1,4.1377172,4.3226933,3.071405,2.8462985,4.046101,1449.0,233.90506,890.5,651.8,553.7,581.8,419.7,401.3,923.4,1090.1,787.1,-18.8479,-35.2041,-38.329468,1486.4071,1502.7633,1505.8887,34.6,11.6,17.8,0.0027406288,-8.398923,86.11295,87.87867,85.48614,209.0,648.0,1041.0,1373.0,894.3,1146.3,1554.0,668.1,774.0,854.0,3.3742625e-05,-241.05164,3162.2776,47579.54,25769.41,4808.846,321976.8,3162.2776,-7.7556624,1000.0,15101.738,34418.383,0,WalkerLane,POINT (-210074.5257588717 1872620.1753636356)
164,R1472C782,1472,782,-210574.5257588717,1872370.1753636356,1,4.1377172,4.3226933,3.1279519,3.0310647,4.046101,1509.0,233.90506,890.5,651.8,553.7,581.8,419.7,401.3,923.4,1090.1,787.1,54.158203,39.468506,35.99585,1489.6777,1504.3674,1507.8401,35.2,11.3,18.5,0.0027406288,-8.398923,86.15392,87.92321,85.52845,214.0,648.0,1041.0,1373.0,894.3,1146.3,1554.0,668.1,774.0,854.0,3.3742625e-05,-241.05164,3579.4553,47043.863,26004.807,5153.882,322497.47,3579.4553,-7.8126516,901.3878,15301.144,34958.01,0,WalkerLane,POINT (-210574.5257588717 1872370.1753636356)
165,R1472C783,1472,783,-210324.5257588717,1872370.1753636356,1,4.1377172,4.3226933,3.1279519,3.0310647,4.046101,1534.0,233.90506,890.5,651.8,553.7,581.8,419.7,401.3,923.4,1090.1,787.1,48.996216,34.04944,30.663208,1489.0453,1503.9921,1507.3783,35.2,11.3,18.5,0.0027406288,-8.398923,86.15134,87.918945,85.51784,197.0,648.0,1041.0,1373.0,894.3,1146.3,1554.0,668.1,774.0,854.0,3.3742625e-05,-241.05164,3335.416,47226.184,26010.814,4924.4287,322329.9,3335.416,-7.7785664,790.5694,15323.593,34713.11,0,WalkerLane,POINT (-210324.5257588717 1872370.1753636356)
166,R1472C784,1472,784,-210074.5257588717,1872370.1753636356,1,4.1377172,4.3226933,3.071405,2.8462985,4.046101,1495.0,233.90506,890.5,651.8,553.7,581.8,419.7,401.3,923.4,1090.1,787.1,-1.7685547,-17.234375,-20.446045,1487.7782,1503.244,1506.4557,34.6,11.6,17.8,0.0027406288,-8.398923,86.148964,87.914825,85.50743,138.0,648.0,1041.0,1373.0,894.3,1146.3,1554.0,668.1,774.0,854.0,3.3742625e-05,-241.05164,3092.329,47409.125,26019.225,4697.0737,322162.4,3092.329,-7.741932,750.0,15350.081,34468.28,0,WalkerLane,POINT (-210074.5257588717 1872370.1753636356)
167,R1472C785,1472,785,-209824.5257588717,1872370.1753636356,1,4.1377172,4.3226933,3.071405,2.8462985,4.0417323,1343.0,233.90506,890.5,651.8,553.7,581.8,419.7,401.3,923.4,1090.1,787.1,-80.17224,-95.53015,-98.56482,1487.2467,1502.6046,1505.6393,34.6,11.6,17.8,0.0027406288,-8.398923,86.14682,87.91084,85.49723,111.0,648.0,1041.0,1373.0,894.3,1146.3,1554.0,668.1,774.0,854.0,3.3742625e-05,-241.05164,2850.4385,47592.67,26030.031,4472.1357,321995.06,2850.4385,-7.702276,790.5694,15380.589,34223.53,0,WalkerLane,POINT (-209824.5257588717 1872370.1753636356)
168,R1472C786,1472,786,-209574.5257588717,1872370.1753636356,1,4.1377172,4.3226933,3.071405,2.8462985,4.0417323,1295.0,309.63266,627.0,689.9,605.7,412.3,510.3,423.2,862.5,915.3,893.0,-178.33057,-194.21375,-197.07166,1485.9767,1501.8599,1504.7178,34.6,11.6,17.8,0.004352709,-10.687778,86.1449,87.907005,85.48724,204.0,648.0,1041.0,1373.0,894.3,1146.3,1554.0,668.1,774.0,854.0,3.256455e-05,-214.8483,2610.0767,47776.824,26043.232,4250.0,321827.78,2610.0767,-7.659286,901.3878,15415.09,33978.855,0,WalkerLane,POINT (-209574.5257588717 1872370.1753636356)
169,R1473C781,1473,781,-210824.5257588717,1872120.1753636356,1,4.1377172,4.3226933,3.1279519,3.0310647,4.046101,1575.0,105.10785,890.5,651.8,553.7,581.8,419.7,401.3,923.4,1090.1,787.1,130.31738,116.99426,113.27649,1492.2965,1505.6196,1509.3374,35.2,11.3,18.5,0.0024158456,-5.902905,86.191765,87.962814,85.560074,199.0,682.8,996.3,1413.5,926.6,1200.7,1565.3,646.1,869.8,881.5,3.5261466e-05,-273.86362,3783.1865,46690.47,26251.191,5297.405,322850.6,3783.1865,-7.8367386,901.3878,15532.225,35253.547,0,WalkerLane,POINT (-210824.5257588717 1872120.1753636356)
170,R1473C782,1473,782,-210574.5257588717,1872120.1753636356,1,4.1377172,4.3226933,3.1279519,3.0310647,4.046101,1646.0,177.52863,890.5,651.8,553.7,581.8,419.7,401.3,923.4,1090.1,787.1,87.22131,73.399414,69.84888,1491.0386,1504.8605,1508.411,35.2,11.3,18.5,0.0027406288,-7.0427194,86.18927,87.958694,85.54947,224.0,648.0,1041.0,1373.0,894.3,1146.3,1554.0,668.1,774.0,854.0,3.3742625e-05,-221.48608,3535.534,46872.832,26254.762,5062.1143,322683.0,3535.534,-7.8040876,707.1068,15550.321,35008.926,0,WalkerLane,POINT (-210574.5257588717 1872120.1753636356)
171,R1473C783,1473,783,-210324.5257588717,1872120.1753636356,1,4.1377172,4.3226933,3.1279519,3.0310647,4.046101,1603.0,177.52863,890.5,651.8,553.7,581.8,419.7,401.3,923.4,1090.1,787.1,119.34741,105.641235,102.26477,1490.5106,1504.2168,1507.5933,35.2,11.3,18.5,0.0027406288,-7.0427194,86.18698,87.95471,85.539055,171.0,648.0,1041.0,1373.0,894.3,1146.3,1554.0,668.1,774.0,854.0,3.3742625e-05,-221.48608,3288.2366,47055.816,26260.713,4828.302,322515.5,3288.2366,-7.7690277,559.01697,15572.411,34764.387,0,WalkerLane,POINT (-210324.5257588717 1872120.1753636356)
172,R1473C784,1473,784,-210074.5257588717,1872120.1753636356,1,4.1377172,4.3226933,3.071405,2.8462985,4.046101,1565.0,177.52863,890.5,651.8,553.7,581.8,419.7,401.3,923.4,1090.1,787.1,57.14978,42.93872,39.731567,1489.2499,1503.4609,1506.6681,34.6,11.6,17.8,0.0027406288,-7.0427194,86.184906,87.95086,85.52884,88.0,648.0,1041.0,1373.0,894.3,1146.3,1554.0,668.1,774.0,854.0,3.3742625e-05,-221.48608,3041.3813,47239.418,26269.041,4596.194,322348.12,3041.3813,-7.731105,500.0,15598.478,34519.92,0,WalkerLane,POINT (-210074.5257588717 1872120.1753636356)
173,R1473C785,1473,785,-209824.5257588717,1872120.1753636356,1,4.1377172,4.3226933,3.071405,2.8462985,4.0417323,1366.0,177.52863,890.5,651.8,553.7,581.8,419.7,401.3,923.4,1090.1,787.1,-88.02954,-102.11536,-105.15198,1488.7263,1502.8121,1505.8488,34.6,11.6,17.8,0.0027406288,-7.0427194,86.18305,87.94714,85.51884,132.0,648.0,1041.0,1373.0,894.3,1146.3,1554.0,668.1,774.0,854.0,3.3742625e-05,-221.48608,2795.085,47423.62,26279.744,4366.0625,322180.84,2795.085,-7.689943,559.01697,15628.5,34275.54,0,WalkerLane,POINT (-209824.5257588717 1872120.1753636356)
174,R1473C786,1473,786,-209574.5257588717,1872120.1753636356,1,4.1377172,4.3226933,3.071405,2.8462985,4.0417323,1314.0,265.4425,627.0,689.9,605.7,412.3,510.3,423.2,862.5,915.3,893.0,-163.49207,-178.08899,-180.95398,1487.4628,1502.0597,1504.9247,34.6,11.6,17.8,0.004352709,-8.218283,86.18142,87.94357,85.50903,250.0,648.0,1041.0,1373.0,894.3,1146.3,1554.0,668.1,774.0,854.0,3.256455e-05,-182.89938,2549.5098,47608.43,26292.822,4138.2363,322013.7,2549.5098,-7.644753,707.1068,15662.455,34031.234,0,WalkerLane,POINT (-209574.5257588717 1872120.1753636356)
175,R1473C787,1473,787,-209324.5257588717,1872120.1753636356,1,4.1377172,4.3226933,3.071405,2.8462985,4.0417323,1404.0,265.4425,627.0,689.9,605.7,412.3,510.3,423.2,862.5,915.3,893.0,-37.206177,-51.66858,-54.366455,1486.9434,1501.4058,1504.1036,34.6,11.6,17.8,0.004352709,-8.218283,86.180016,87.94015,85.49945,243.0,648.0,1041.0,1373.0,894.3,1146.3,1554.0,668.1,774.0,854.0,3.256455e-05,-182.89938,2304.8862,47793.83,26308.27,3913.119,321846.62,2304.8862,-7.5949993,901.3878,15700.318,33787.016,0,WalkerLane,POINT (-209324.5257588717 1872120.1753636356)
176,R1474C781,1474,781,-210824.5257588717,1871870.1753636356,1,4.1377172,4.3226933,3.1279519,3.0310647,4.046101,1686.0,105.10785,890.5,651.8,553.7,581.8,419.7,401.3,923.4,1090.1,787.1,236.04773,223.94043,220.24158,1493.7506,1505.8579,1509.5568,35.2,11.3,18.5,0.0016033165,-5.902905,86.22672,87.9979,85.580986,115.0,682.8,996.3,1413.5,926.6,1200.7,1565.3,646.1,869.8,881.5,3.7273374e-05,-273.86362,3758.324,46519.484,26501.18,5220.1533,323036.1,3758.324,-7.831111,790.5694,15781.714,35305.81,0,WalkerLane,POINT (-210824.5257588717 1871870.1753636356)
177,R1474C782,1474,782,-210574.5257588717,1871870.1753636356,1,4.1377172,4.3226933,3.1279519,3.0310647,4.046101,1630.0,177.52863,890.5,651.8,553.7,581.8,419.7,401.3,923.4,1090.1,787.1,174.34473,161.7528,158.21582,1492.499,1505.091,1508.6279,35.2,11.3,18.5,0.0014639056,-7.0427194,86.22453,87.994064,85.57059,90.0,648.0,1041.0,1373.0,894.3,1146.3,1554.0,668.1,774.0,854.0,3.5886926e-05,-221.48608,3508.9172,46702.516,26504.717,4981.215,322868.6,3508.9172,-7.797887,559.01697,15799.525,35061.555,0,WalkerLane,POINT (-210574.5257588717 1871870.1753636356)
178,R1474C783,1474,783,-210324.5257588717,1871870.1753636356,1,4.1377172,4.3226933,3.1279519,3.0310647,4.046101,1558.0,177.52863,890.5,651.8,553.7,581.8,419.7,401.3,923.4,1090.1,787.1,38.412476,25.953857,22.584473,1491.9791,1504.4377,1507.8071,35.2,11.3,18.5,0.0014639056,-7.0427194,86.22255,87.99036,85.56038,74.0,648.0,1041.0,1373.0,894.3,1146.3,1554.0,668.1,774.0,854.0,3.5886926e-05,-221.48608,3259.6013,46886.164,26510.611,4743.4165,322701.2,3259.6013,-7.7622175,353.5534,15821.268,34817.38,0,WalkerLane,POINT (-210324.5257588717 1871870.1753636356)
179,R1474C784,1474,784,-210074.5257588717,1871870.1753636356,1,4.1377172,4.3226933,3.1279519,2.8462985,4.046101,1479.0,177.52863,890.5,651.8,553.7,581.8,419.7,401.3,923.4,1090.1,787.1,12.636841,-0.06640625,-3.354004,1491.3523,1504.0555,1507.3431,34.8,11.3,18.5,0.0014639056,-7.0427194,86.22077,87.98678,85.55036,59.0,648.0,1041.0,1373.0,894.3,1146.3,1554.0,668.1,774.0,854.0,3.5886926e-05,-221.48608,3010.3987,47070.426,26518.861,4506.939,322533.9,3010.3987,-7.723525,250.0,15846.924,34573.293,0,WalkerLane,POINT (-210074.5257588717 1871870.1753636356)
180,R1474C785,1474,785,-209824.5257588717,1871870.1753636356,1,4.1377172,4.3226933,3.1279519,2.8462985,4.0417323,1361.0,177.52863,890.5,651.8,553.7,581.8,419.7,401.3,923.4,1090.1,787.1,-69.67029,-82.2312,-85.354614,1490.8364,1503.3973,1506.5208,34.8,11.3,18.5,0.0014639056,-7.0427194,86.219215,87.98334,85.54055,229.0,648.0,1041.0,1373.0,894.3,1146.3,1554.0,668.1,774.0,854.0,3.5886926e-05,-221.48608,2761.3403,47255.29,26529.465,4272.002,322366.75,2761.3403,-7.6812973,353.5534,15876.477,34329.29,0,WalkerLane,POINT (-209824.5257588717 1871870.1753636356)
181,R1474C786,1474,786,-209574.5257588717,1871870.1753636356,1,4.1377172,4.3226933,3.1279519,2.8462985,4.0417323,1407.0,265.4425,627.0,689.9,605.7,412.3,510.3,423.2,862.5,915.3,893.0,-145.18103,-158.23584,-161.19397,1489.5807,1502.6355,1505.5936,34.8,11.3,18.5,0.002370362,-8.218283,86.21787,87.980034,85.530945,244.0,648.0,1041.0,1373.0,894.3,1146.3,1554.0,668.1,774.0,854.0,3.493863e-05,-182.89938,2512.469,47440.754,26542.418,4038.8735,322199.66,2512.469,-7.6347866,559.01697,15909.902,34085.37,0,WalkerLane,POINT (-209574.5257588717 1871870.1753636356)
182,R1474C787,1474,787,-209324.5257588717,1871870.1753636356,1,4.1377172,4.3226933,3.1279519,2.8462985,4.0417323,1462.0,265.4425,627.0,689.9,605.7,412.3,510.3,423.2,862.5,915.3,893.0,-71.440674,-84.99609,-87.78638,1488.3219,1501.8773,1504.6676,34.8,11.3,18.5,0.002370362,-8.218283,86.21675,87.97687,85.52155,249.0,648.0,1041.0,1373.0,894.3,1146.3,1554.0,668.1,774.0,854.0,3.493863e-05,-182.89938,2263.8462,47626.805,26557.72,3807.8865,322032.72,2263.8462,-7.583199,790.5694,15947.179,33841.543,0,WalkerLane,POINT (-209324.5257588717 1871870.1753636356)
183,R1475C780,1475,780,-211074.5257588717,1871620.1753636356,1,4.1377172,4.3226933,3.1279519,3.0310647,4.046101,1706.0,105.10785,890.5,651.8,553.7,581.8,419.7,401.3,923.4,1090.1,787.1,215.66211,204.67346,200.8291,1495.7638,1506.7524,1510.5968,35.2,11.3,18.5,0.0016033165,-5.902905,86.26368,88.03654,85.612366,102.0,682.8,996.3,1413.5,926.6,1200.7,1565.3,646.1,869.8,881.5,3.7273374e-05,-273.86362,4000.0,46166.14,26750.0,5396.7583,323389.2,4000.0,-7.858741,1000.0,16017.568,35603.723,0,WalkerLane,POINT (-211074.5257588717 1871620.1753636356)
184,R1475C781,1475,781,-210824.5257588717,1871620.1753636356,1,4.1377172,4.3226933,3.1279519,3.0310647,4.046101,1622.0,105.10785,890.5,651.8,553.7,581.8,419.7,401.3,923.4,1090.1,787.1,142.94958,132.29785,128.53796,1495.8293,1506.4811,1510.241,35.2,11.3,18.5,0.0016033165,-5.902905,86.2616,88.03286,85.602,49.0,682.8,996.3,1413.5,926.6,1200.7,1565.3,646.1,869.8,881.5,3.7273374e-05,-273.86362,3750.0,46349.22,26751.168,5153.882,323221.7,3750.0,-7.827779,750.0,16031.22,35359.758,0,WalkerLane,POINT (-210824.5257588717 1871620.1753636356)
185,R1475C782,1475,782,-210574.5257588717,1871620.1753636356,1,4.1377172,4.3226933,3.1279519,3.0310647,4.046101,1577.0,177.52863,890.5,651.8,553.7,581.8,419.7,401.3,923.4,1090.1,787.1,151.35693,140.2378,136.6333,1494.5856,1505.7047,1509.3092,35.2,11.3,18.5,0.0014639056,-7.0427194,86.25971,88.029305,85.591805,55.0,648.0,1041.0,1373.0,894.3,1146.3,1554.0,668.1,774.0,854.0,3.5886926e-05,-221.48608,3500.0,46532.918,26754.672,4911.7207,323054.28,3500.0,-7.794484,500.0,16048.754,35115.88,0,WalkerLane,POINT (-210574.5257588717 1871620.1753636356)
